Aleph system no.,Country code,Language code (008),Language code (041),DDC,Personal author,Author_review_status,Author_birth_year,Author_death_year,Author_name_clean,Author_reconciliation_status,Author_Wikidata_label,Author_Wikidata_QID,Corporate author,Title,Title_clean,Edition,Imprint,Series,Subjects,Other personal authors,Other_personal_authors_clean,Other_authors_structure,Other corporate authors,DOM ID,Type,Genre
014608203,|||,und,,,,missing,,,,blank,,,,"The Songs in the Widow of Delphi: or, the Descent of the deities, a musical drama, of five acts [by Richard Cumberland]. Set to music by Mr. Thomas Butler, etc. [electronic resource]","The Songs in the Widow of Delphi: or, the Descent of the deities, a musical drama, of five acts [by Richard Cumberland]. Set to music by Mr. Thomas Butler, etc.",,"London : G. Kearsly, 1780.",,,"Cumberland, Richard, 1732-1811","Cumberland, Richard, 1732-1811",single or unclear,,lsidyv32b62ee9,song,Music
014608205,|||,und,,,"Dibdin, Charles, 1745-1814.",standardised,1745,1814,Charles Dibdin,matched,Charles Dibdin,Q1064116,,"Rose and Colin, a comic opera, in one act, etc. [Based on “Rose et Colas” by Michel Jean Sedaine.] [electronic resource]","Rose and Colin, a comic opera, in one act, etc. [Based on “Rose et Colas” by Michel Jean Sedaine.]",,"London : G. Kearsly, 1778.",,,"Sedaine, 1719-1797","Sedaine, 1719-1797",single or unclear,,lsidyv30949a17,opera,Music
014608206,|||,und,,,"Dibdin, Charles, 1745-1814.",standardised,1745,1814,Charles Dibdin,matched,Charles Dibdin,Q1064116,,"The Wives revenged; a comic opera, in one act, etc. [Based on “Les Femmes vengées” by Michel Jean Sedaine.] [electronic resource]","The Wives revenged; a comic opera, in one act, etc. [Based on “Les Femmes vengées” by Michel Jean Sedaine.]",,"London : G. Kearsly, 1778.",,,"Sedaine, 1719-1797","Sedaine, 1719-1797",single or unclear,,lsidyv32b630cf,opera,Music
014608218,|||,und,,,,missing,,,,blank,,,,"Songs, duetts, chorusses, etc. in the new operatick anecdote in three acts called Frederick the Great; or the Heart of a Soldier. [By S. J. Arnold.] [electronic resource]","Songs, duetts, chorusses, etc. in the new operatick anecdote in three acts called Frederick the Great; or the Heart of a Soldier. [By S. J. Arnold.]",,"London, 1814.",,,"Arnold, Samuel James, 1774-1852.","Arnold, Samuel James, 1774-1852.",single or unclear,,lsidyv32b63d88,opera,Music
014608229,|||,und,,,,missing,,,,blank,,,,"London Lampoon'd formerly in the Jacobite's Songs; and at present in a scandalous paper, call'd Heraclitus Ridens. With reflections upon both. [electronic resource]","London Lampoon'd formerly in the Jacobite's Songs; and at present in a scandalous paper, call'd Heraclitus Ridens. With reflections upon both.",,"London, 1703.",,"Periodical publications.- London. Heraclitus Ridens; or, A Discourse between Jest and Earnest, where many a True Word is spoken in opposition to all Libellers against the Government. [By Thomas Flatman.] 1 Feb. 1681-22 Aug. 1682. no. 1-82.",,,,,lsidyv30a26759,song,Music
014608230,|||,und,,,,missing,,,,blank,,,,"Songs, Duetts, Chorusses, etc., in the new comic Opera ... called Jean of Paris; taken from the French, etc. [electronic resource]","Songs, Duetts, Chorusses, etc., in the new comic Opera ... called Jean of Paris; taken from the French, etc.",,"London, 1814.",,,,,,,lsidyv309ac1e9,opera,Music
014608231,|||,und,,,"Kemble, John Philip, 1757-1823.",standardised,1757,1823,John Philip Kemble,matched,John Philip Kemble,Q1701422,,"Lodoiska; an Opera, in three acts [and in prose, with songs], etc. [electronic resource]","Lodoiska; an Opera, in three acts [and in prose, with songs], etc.",,"London, 1794.",,,,,,,lsidyv32b632f1,opera,Music
014608236,|||,und,,,,missing,,,,blank,,,,"Songs in Lodoiska, a musical romance, in three acts, etc. [By J. P. Kemble.] [electronic resource]","Songs in Lodoiska, a musical romance, in three acts, etc. [By J. P. Kemble.]",,"London, 1794.",,,"Kemble, John Philip, 1757-1823.","Kemble, John Philip, 1757-1823.",single or unclear,,lsidyv3099629e,song,Music
014608243,|||,und,,,,missing,,,,blank,,,,The New Year Songster. (A collection of favourite songs.). [electronic resource],The New Year Songster. (A collection of favourite songs.).,,"London : W. S. Fortey, [1892.].",,,,,,,lsidyv32b8c98b,song,Music
014608254,|||,und,,,,missing,,,,blank,,,,"The Watchword, or Quito-Gate; a melodrama in two acts [in prose] ... The second edition. [electronic resource]","The Watchword, or Quito-Gate; a melodrama in two acts [in prose] ... The second edition.",,"London, 1816.",,,,,,,lsidyv315ece33,melody,Music
014608262,|||,und,,,"SIDDONS, Henry.",unchanged,,,"SIDDONS, Henry.",none,,,,"The Sicilian Romance: or, The Apparition of the Cliffs, an opera [in three acts]. [electronic resource]","The Sicilian Romance: or, The Apparition of the Cliffs, an opera [in three acts].",,"London, 1794.",,,,,,,lsidyv32b631c8,opera,Music
014608264,|||,und,,,"Stanley, Henry M. (Henry Morton), 1841-1904.",standardised,1841,1904,Henry Morton Stanley,matched,Henry Morton Stanley,Q171421,,"Aurora Borealis; or, welcome song to the great African explorer H. M. Stanley from Iceland. [electronic resource]","Aurora Borealis; or, welcome song to the great African explorer H. M. Stanley from Iceland.",,"Reykjavik, 1890.",,,,,,,lsidyv32b8c952,song,Music
014608266,|||,und,,,"Thomas, John, rhymester.",unchanged,,,"Thomas, John, rhymester.",none,,,,"A Prophetical Love-Song by one of the Sons of Zion ... in his travel towards the Holy Land through the Wilderness, etc. [electronic resource]","A Prophetical Love-Song by one of the Sons of Zion ... in his travel towards the Holy Land through the Wilderness, etc.",,"London : Printed for the Author, 1661.",,,,,,,lsidyv3160f78e,song,Music
014608284,|||,und,,,,missing,,,,blank,,,,"Songs, Choruses, &c. in The Apparition! A musical dramatic romance, in two acts [by J. C. Cross], etc. [electronic resource]","Songs, Choruses, &c. in The Apparition! A musical dramatic romance, in two acts [by J. C. Cross], etc.",,"London : J. Barker, 1794.",,,"Cross, J. C. (James Cartwright), d. 1809.","Cross, J. C. (James Cartwright), d. 1809.",single or unclear,,lsidyv3098f4bb,song,Music
014608286,|||,und,,,"BATE, Henry, Rev., afterwards DUDLEY (Sir Henry Bate) Rev., Bart.",unchanged,,,"BATE, Henry, Rev., afterwards DUDLEY (Sir Henry Bate) Rev., Bart.",unreconciled,,,,"Airs, Duets, Trios, Glees, Chorusses, &c. in the Opera of the Travellers in Switzerland. [By Sir H. B. Dudley.] [electronic resource]","Airs, Duets, Trios, Glees, Chorusses, &c. in the Opera of the Travellers in Switzerland. [By Sir H. B. Dudley.]",,"London, 1794.",,,,,,Switzerland.,lsidyv315ab988,opera,Music
014608299,|||,und,,,"BURROWES, J.",unchanged,,,"BURROWES, J.",none,,,,"Life in St. George's Fields, or, the Rambles and adventures of disconsolate William, Esq.-from St. James's-and his accomplished Surrey friend, the Hon. Flash Dick ... Containing original songs ... and a slang dictionary, etc. [With a plate.] [electronic resource]","Life in St. George's Fields, or, the Rambles and adventures of disconsolate William, Esq.-from St. James's-and his accomplished Surrey friend, the Hon. Flash Dick ... Containing original songs ... and a slang dictionary, etc. [With a plate.]",,"London : J. Smith, 1821.",,,,,,,lsidyv33525f56,song,Music
014608326,|||,und,,,"Henry, Reginald.",unchanged,,,"Henry, Reginald.",none,,,,Songs without tunes. [electronic resource],Songs without tunes.,,[1893.],,,,,,,lsidyv335042cc,song,Music
014608337,|||,und,,,"Kenney, James.",unchanged,,,"Kenney, James.",none,,,,"[Matrimony: a petit opera in two acts [and in prose, with songs.] Altered from the French [of B. I. Marsollier des Vivetierès] ... The second edition.] [electronic resource]","[Matrimony: a petit opera in two acts [and in prose, with songs.] Altered from the French [of B. I. Marsollier des Vivetierès] ... The second edition.]",Third edition.,"London, 1804.",,,,,,,lsidyv3352a346,opera,Music
014608345,|||,und,,,"Dibdin, Charles, 1745-1814.",standardised,1745,1814,Charles Dibdin,matched,Charles Dibdin,Q1064116,,"The Mirror; or, Harlequin Every-where; a pantomimical burletta, in three parts [in prose and verse, by C. Dibdin]. [electronic resource]","The Mirror; or, Harlequin Every-where; a pantomimical burletta, in three parts [in prose and verse, by C. Dibdin].",,"London, 1779.",,,,,,,lsidyv33503601,pantomime,Music
014608357,|||,und,,,,missing,,,,blank,,,,"An Epistle [in verse] from Pindar to his pretended cousin Peter [i.e. J. Wolcot] ... With an appendix, containing Peter's celebrated song “O the roast pork of Old Truro,” etc. [electronic resource]","An Epistle [in verse] from Pindar to his pretended cousin Peter [i.e. J. Wolcot] ... With an appendix, containing Peter's celebrated song “O the roast pork of Old Truro,” etc.",,"London, 1788.",,,"PINDAR, Peter, pseud. [i.e. John Wolcot.].","PINDAR, Peter, pseud. [i.e. John Wolcot.].",single or unclear,,lsidyv32c2a34b,song,Music
014608369,|||,und,,,"Ritson, Joseph, 1752-1803.",standardised,1752,1803,ジョゼフ・リットソン,matched,ジョゼフ・リットソン,Q6286581,,"[Northern Garlands. The Bishopric Garland or Durham Minstrel. A choice collection of ... songs. The Yorkshire Garland ... The Northumberland, or Newcastle Nightingale ... The North-Country Chorister ... Edited by ... J. Ritson [and republished by J. H., i.e. Joseph Haslewood].] [electronic resource]","[Northern Garlands. The Bishopric Garland or Durham Minstrel. A choice collection of ... songs. The Yorkshire Garland ... The Northumberland, or Newcastle Nightingale ... The North-Country Chorister ... Edited by ... J. Ritson [and republished by J. H., i.e. Joseph Haslewood].]","[Another edition.] Northern Garlands, etc. L.P.","Edinburgh : E. & G. Goldsmid, 1887, 88.",,,,,,,lsidyv346031fa -- lsidyv33500098,song,Music
014608377,|||,und,,,,missing,,,,blank,,,,"The Soldier's Return; or, What can Beauty do? A comic opera, in two acts. [By Theodore Hook.] [electronic resource]","The Soldier's Return; or, What can Beauty do? A comic opera, in two acts. [By Theodore Hook.]",,"London, 1805.",,,,,,,lsidyv32cdcf36,opera,Music
014608378,|||,und,,,,missing,,,,blank,,,,"Songs of the Dawn: selection from the poems of Horatius Bonar, Charlotte Murray and others. [electronic resource]","Songs of the Dawn: selection from the poems of Horatius Bonar, Charlotte Murray and others.",,"London : J. E. Hawkins, 1887.",,,"MURRAY, Charlotte, Hymn Writer.","MURRAY, Charlotte, Hymn Writer.",single or unclear,,lsidyv334fff9f,song,Music
014608417,|||,und,,,"Byron, George Gordon Byron, Baron, 1788-1824",standardised,1788,1824,Lord Byron,matched,Lord Byron,Q5679,,Hebrew Melodies. [electronic resource],Hebrew Melodies.,,"London : John Murray, 1815.",,,"BYRON, Anne Isabella Noel, Baroness Wentworth.","BYRON, Anne Isabella Noel, Baroness Wentworth.",single or unclear,,lsidyv33825398,melody,Music
014608427,|||,und,,,"CHURCHILL, Rosie.",unchanged,,,"CHURCHILL, Rosie.",none,,,,Poems and Song Words. [electronic resource],Poems and Song Words.,,"London : Simpkin, Marshall & Co., [1889.].",,,,,,,lsidyv338333cb,song,Music
014608442,|||,und,,,"DENHAM, John, Sir, the Poet.",unchanged,,,"DENHAM, John, Sir, the Poet.",unreconciled,,,,[Coopers hill. A poëme. [By Sir John Denham.]] [electronic resource],[Coopers hill. A poëme. [By Sir John Denham.]],[Another edition.] Coopers Hill. Written in the yeare 1640. Now printed from a perfect copy; and a corrected impression. [The editor's preface signed: J. B.],"London : Humphrey Moseley, 1655.",,,,,,,lsidyv33536ed2,opera,Music
014608462,|||,und,,,,missing,,,,blank,,,,"A Hymn in praise of Religion, and in allusion to the present times. By a Layman. [Subscribed: J. I.] [electronic resource]","A Hymn in praise of Religion, and in allusion to the present times. By a Layman. [Subscribed: J. I.]",,"John Hatchard & Son : London, [1820].",,,"I., J. -- Layman.","I., J. -- Layman.",multiple: dash,,lsidyv3382ab22,hymn,Music
014608505,|||,und,,,"Settle, Elkanah, 1648-1724.",standardised,1648,1724,Elkanah Settle,matched,Elkanah Settle,Q5364188,,"The Virgin Prophetess: or the Fate of Troy, an opera [in five acts]. [electronic resource]","The Virgin Prophetess: or the Fate of Troy, an opera [in five acts].",,"London, 1701.",,,,,,,lsidyv335318b9,opera,Music
014608565,|||,und,,,"HOFFSTAEDT, A. J.",unchanged,,,"HOFFSTAEDT, A. J.",none,,,,Britain's Koh-i-noor. A new national song. [electronic resource],Britain's Koh-i-noor. A new national song.,,"London, [1853.]",,,,,,,lsidyv33869e68,song,Music
014608604,|||,und,,,,missing,,,,blank,,,,Spiritual Songs. [electronic resource],Spiritual Songs.,,"London, 1846.",,,,,,,lsidyv338531c5,song,Music
014608646,|||,und,,,"Ballantyne, R. M. (Robert Michael), 1825-1894",standardised,1825,1894,Robert Michael Ballantyne,matched,Robert Michael Ballantyne,Q2579425,,"The Comus's Chaplet, being a choice collection of 21 songs, etc. [electronic resource]","The Comus's Chaplet, being a choice collection of 21 songs, etc.",,"Nottingham : Burbage & Stretton, [1800?].",,,,,,,lsidyv338a9a9f,song,Music
014608647,|||,und,,,"COTTON, Roger.",unchanged,,,"COTTON, Roger.",none,,,,"A Spirituall Song: conteining an Historicall Discourse from the infancie of the world, vntill this present time: setting downe the treacherous practises of the wicked, against the children of God, etc. [electronic resource]","A Spirituall Song: conteining an Historicall Discourse from the infancie of the world, vntill this present time: setting downe the treacherous practises of the wicked, against the children of God, etc.",,"London : G. Simson & W. White, 1596.",,,,,,,lsidyv338c91d5,song,Music
014608674,|||,und,,,,missing,,,,blank,,,,The John Brown Songster. [electronic resource],The John Brown Songster.,,"London, 1858.",,,,,,,lsidyv33884e01,song,Music
014608695,|||,und,,,,missing,,,,blank,,,,The Parlour Song Book. [electronic resource],The Parlour Song Book.,,"London, [1862.]",,,,,,,lsidyv338c964f,song,Music
014608717,|||,und,,,"WEST, Matthew, Publisher.",unchanged,,,"WEST, Matthew, Publisher.",none,,,,"West's Charms of Melody; or Siren Melody. Nos. 4, 7 and 8. [electronic resource]","West's Charms of Melody; or Siren Melody. Nos. 4, 7 and 8.",,"Dublin, [1830?]",,,,,,,lsidyv338850b3,melody,Music
014608720,|||,und,,,,missing,,,,blank,,,,"The Spirit of Loyalty; or, the Williamite. A collection of Songs. [electronic resource]","The Spirit of Loyalty; or, the Williamite. A collection of Songs.",,"[Dublin?, 1796.]",,,,,,,lsidyv338cb052,song,Music
014608732,|||,und,,,"BAYLY, Nathaniel Thomas Haynes.",unchanged,,,"BAYLY, Nathaniel Thomas Haynes.",unreconciled,,,,"Psychæ, or, Songs on butterflies, &c. by T. H. Bayly Esqr. Attempted in Latin rhyme, with a few additional trifles. [The preface signed: F. W., i.e. Francis Wrangham.] Eng. & Lat. [electronic resource]","Psychæ, or, Songs on butterflies, &c. by T. H. Bayly Esqr. Attempted in Latin rhyme, with a few additional trifles. [The preface signed: F. W., i.e. Francis Wrangham.] Eng. & Lat.",,"Malton : Printed for private distribution, 1828.",,,"W., F.","W., F.",single or unclear,,lsidyv33875db6,song,Music
014608769,|||,und,,,"LAWRENCE, W., Author of “Nettles,” &c.",unchanged,,,"LAWRENCE, W., Author of “Nettles,” &c.",unreconciled,,,,A collection of original Songs and Glees. [electronic resource],A collection of original Songs and Glees.,,"London : Printed for the Author, 1821.",,,,,,,lsidyv33905b37,song,Music
014608771,|||,und,,,"Lover, Samuel, 1797-1868",standardised,1797,1868,Samuel Lover,matched,Samuel Lover,Q3946632,,Mr. Lover's Irish Evenings. The Irish Brigade [Being the words of the songs sung by him.] [electronic resource],Mr. Lover's Irish Evenings. The Irish Brigade [Being the words of the songs sung by him.],,"London, 1844.",,,,,,,lsidyv338ded3d,song,Music
014610148,|||,und,,,"BOAZ, H.",unchanged,,,"BOAZ, H.",none,,,,"[A New Song, called the Angler's Progress, etc.] [electronic resource]","[A New Song, called the Angler's Progress, etc.]","[Another edition.] The Angler's Progress: a poem developing the pleasures the angler receives from the dawn of the propensity in infancy, till the period of his becoming a complete angler. Illustrated with ... wood cuts.","London : J. H. Burn, 1820.",,,,,,,lsidyv33956863,song,Music
014610176,|||,und,,,"HEBER, Reginald, Bishop of Calcutta.",unchanged,,,"HEBER, Reginald, Bishop of Calcutta.",none,,,,"Hymns, written and adapted to the weekly Church Service of the Year. [Edited by Amelia Heber.] [electronic resource]","Hymns, written and adapted to the weekly Church Service of the Year. [Edited by Amelia Heber.]",,"London, 1827.",,,"HEBER, Amelia.","HEBER, Amelia.",single or unclear,,lsidyv341ebdc2,hymn,Music
014610185,|||,und,,,,missing,,,,blank,,,Royal Academy of Arts (Great Britain),"Burlington House. The Royal Academy of Arts' anniversary dinner. May 3rd, 1884. (1885, 86, 89.) (Madrigals, Glees, Part songs.). [electronic resource]","Burlington House. The Royal Academy of Arts' anniversary dinner. May 3rd, 1884. (1885, 86, 89.) (Madrigals, Glees, Part songs.).",,"London, [1884-89.]",,,,,,,lsidyv3426f13f,song,Music
014610197,|||,und,,,"MOTT, Isaac Henry Robert, Mrs.",unchanged,,,"MOTT, Isaac Henry Robert, Mrs.",none,,,,"Sacred Melodies, preceded by an admonitory appeal to ... Lord Byron; with other small poems. [electronic resource]","Sacred Melodies, preceded by an admonitory appeal to ... Lord Byron; with other small poems.",,"London, 1824.",,,,,,,lsidyv34224c29,melody,Music
014610200,|||,und,,,,missing,,,,blank,,,,Spring (Summer-Autumn-Winter) songs and sketches / selected and arranged by E. N. and R. E. M. [electronic resource],Spring (Summer-Autumn-Winter) songs and sketches / selected and arranged by E. N. and R. E. M.,,"London : Griffith, Farran and Co., [1886.]",,,"Nesbit, E. (Edith), 1858-1924.","Nesbit, E. (Edith), 1858-1924.",single or unclear,,lsidyv345f532e -- lsidyv34277f20 -- lsidyv345f4f20 -- lsidyv345f540f,song,Music
014610217,|||,und,,,"SAINT MAUR, Jane Anne Wilhelmina, Lady.",unchanged,,,"SAINT MAUR, Jane Anne Wilhelmina, Lady.",none,,,,[Sacred Songs for British Seamen.] [electronic resource],[Sacred Songs for British Seamen.],[Another edition.],"London, 1837.",,,,,,,lsidyv3393538d,song,Music
014616526,|||,und,,,"AYTON, Richard.",unchanged,,,Richard Ayton,matched,Richard Ayton,Q7323839,,"The Rendezvous; an operetta, in one act, etc. [Adapted from the French of C. B. Fagan.] [electronic resource]","The Rendezvous; an operetta, in one act, etc. [Adapted from the French of C. B. Fagan.]",,"London : William Fearman, 1818.",,,,,,,lsidyv34ebd6a7,opera,Music
014616527,|||,und,,,,missing,,,,blank,,,,"A Cure for Coxcombs; an operetta, etc. [The advertisement signed: B.] [electronic resource]","A Cure for Coxcombs; an operetta, etc. [The advertisement signed: B.]",,"London : John Lowndes, 1821.",,,,,,,lsidyv3493685d,opera,Music
014616529,|||,und,,,,missing,,,,blank,,,,"Ye Babes in Ye Wood and Yair cruelle Uncle; or, Harlequin and ye Forest Fayes. A ... serio-comic pantomime for Christmas 1859. By the author of “Red Riding Hood,” “Tam O’Shanter,” etc. Queen’s Theatre ... Edinburgh. [electronic resource]","Ye Babes in Ye Wood and Yair cruelle Uncle; or, Harlequin and ye Forest Fayes. A ... serio-comic pantomime for Christmas 1859. By the author of “Red Riding Hood,” “Tam O’Shanter,” etc. Queen’s Theatre ... Edinburgh.",,"Edinburgh : Privately printed, 1860.",,,,,,,lsidyv3492e885,pantomime,Music
014616543,|||,und,,,"BATES, W., Writer of Pantomimes.",unchanged,,,"BATES, W., Writer of Pantomimes.",none,,,,"[Gil Blas, or the Fool of Fortune. A ... pantomimic entertainment in two parts, etc.] [electronic resource]","[Gil Blas, or the Fool of Fortune. A ... pantomimic entertainment in two parts, etc.]",Second edition.,"London : W. Bates, [1805?].",,,,,,,lsidyv34938e99,pantomime,Music
014616545,|||,und,,,"Beaumont, Francis, 1584-1616.",standardised,1584,1616,Francis Beaumont,matched,Francis Beaumont,Q313932,,"Songs, Duets, Choruses, &c. of a new Operatick Drama ... call'd Don John; or, the Two Violettas. Founded on Beaumont and Fletcher's play of the Chances. [electronic resource]","Songs, Duets, Choruses, &c. of a new Operatick Drama ... call'd Don John; or, the Two Violettas. Founded on Beaumont and Fletcher's play of the Chances.",,"London : E. Macleish, [1813?].",,,,,,,lsidyv34938faa,opera,Music
014616546,|||,und,,,"BEAZLEY, Samuel.",unchanged,,,"BEAZLEY, Samuel.",none,,,,"My Uncle: an operetta, in one act. [electronic resource]","My Uncle: an operetta, in one act.",,"London : John Miller, 1817.",,,,,,,lsidyv34ebd7d0,opera,Music
014616553,|||,und,,,"Bennett, Joseph, 1831-1911.",standardised,1831,1911,Joe Bennett,matched,Joe Bennett,Q219030,,"Jeanie Deans. An opera in four acts and seven tableaux ... [Founded on Sir W. Scott's “Heart of Midlothian.” In verse.] Words by J. Bennett, etc. [electronic resource]","Jeanie Deans. An opera in four acts and seven tableaux ... [Founded on Sir W. Scott's “Heart of Midlothian.” In verse.] Words by J. Bennett, etc.",,"[London, 1894.]",,,"Scott, Walter, Sir, 1771-1832","Scott, Walter, Sir, 1771-1832",single or unclear,,lsidyv34ebd20c,opera,Music
014616563,|||,und,,,"BLANCHARD, Edward Litt Leman.",unchanged,,,Edward Litt Laman Blanchard,matched,Edward Litt Laman Blanchard,Q5344152,,"Peter Wilkins; or, Harlequin and the flying women of the Loadstone Rock. (The Drury-Lane pantomime.) [In verse.] [electronic resource]","Peter Wilkins; or, Harlequin and the flying women of the Loadstone Rock. (The Drury-Lane pantomime.) [In verse.]",,"London : Music-Publishing Co., [1860.].",,,,,,,lsidyv34990081,pantomime,Music
014616564,|||,und,,,"BLANCHARD, Edward Litt Leman.",unchanged,,,Edward Litt Laman Blanchard,matched,Edward Litt Laman Blanchard,Q5344152,,"Tom Thumb; or, Merlin the magician and the good fairies of the court of King Arthur. (Pantomime.) [In verse.] [electronic resource]","Tom Thumb; or, Merlin the magician and the good fairies of the court of King Arthur. (Pantomime.) [In verse.]",,"London : Music-Publishing Co., [1861.].",,,,,,,lsidyv34990d22,pantomime,Music
014616568,|||,und,,,,missing,,,,blank,,,,"Bombastes Furioso; a burlesque tragic opera in one act, etc. [By William Barnes Rhodes. In verse.] [electronic resource]","Bombastes Furioso; a burlesque tragic opera in one act, etc. [By William Barnes Rhodes. In verse.]",,"Dublin : T. Charles, [1820?].",,,"RHODES, William Barnes.","RHODES, William Barnes.",single or unclear,,lsidyv34939073,opera,Music
014616574,|||,und,,,"BREARE, William Hammond.",unchanged,,,"BREARE, William Hammond.",none,,,,"Libretto of an Original Operetta in one act, entitled-A Boro' Bench, etc. [electronic resource]","Libretto of an Original Operetta in one act, entitled-A Boro' Bench, etc.",,"Harrogate : R. Ackrill, 1887.",,,,,,,lsidyv3492e5af,opera,Music
014616601,|||,und,,,"CALLAWAY, Henry, Missionary Bishop of Kaffraria.",unchanged,,,"CALLAWAY, Henry, Missionary Bishop of Kaffraria.",none,,,,Hymns. [electronic resource],Hymns.,,"pp. 49. Printed for private circulation: London, 1890.",,,,,,,lsidyv34793055,hymn,Music
014616603,enk,eng,,,"Argyll, John Douglas Sutherland Campbell, Duke of, 1845-1914",standardised,1845,1914,"John Campbell, 9th Duke of Argyll",matched,"John Campbell, 9th Duke of Argyll",Q334971,,"Diarmid. Grand opera in four acts, founded on heroic Celtic legends, and written by the Marquis of Lorne, K.T.. The music composed by Hamish MacCunn. Opus 34. [electronic resource]","Diarmid. Grand opera in four acts, founded on heroic Celtic legends, and written by the Marquis of Lorne, K.T.. The music composed by Hamish MacCunn. Opus 34.",,"[London ; New York] : Boosey & Co., 295, Regent Street, London, W., and 9, East Seventeenth Street, New York , [1897] (London : Henderson & Spalding, Printers)",,Operas Librettos,"MacCunn, Hamish, 1868-1916","MacCunn, Hamish, 1868-1916",single or unclear,,lsidyv3509072e,opera,Music
014616618,|||,und,,,,missing,,,,blank,,,,A choice collection of songs that are sung in the Beggar's opera [i.e. the play by John Gay]. At the theatre in Lincoln's-Inn-Fields. [electronic resource],A choice collection of songs that are sung in the Beggar's opera [i.e. the play by John Gay]. At the theatre in Lincoln's-Inn-Fields.,,"printed by Charles Player London, [ca. 1730].",,,"GAY, John, the Poet.","GAY, John, the Poet.",single or unclear,,lsidyv3493fdf4,opera,Music
014616623,|||,und,,,"CLEARY, Thomas Stanislaus.",unchanged,,,"CLEARY, Thomas Stanislaus.",none,,,,Songs of the Irish Land War. [electronic resource],Songs of the Irish Land War.,,"pp. 54. W. P. Swan: Dublin, 1888.",,,,,,,lsidyv3495a4d2,song,Music
014616626,|||,und,,,,missing,,,,blank,,,,The Cloud King with his Cloud Castle. An opera. [By Lavinia Jones. In verse.] [electronic resource],The Cloud King with his Cloud Castle. An opera. [By Lavinia Jones. In verse.],,"[Bradford-on-Avon?, 1864.]",,,,,,,lsidyv3498add1,opera,Music
014616631,|||,und,,,"COLNAGHI, Charles Philip.",unchanged,,,"COLNAGHI, Charles Philip.",none,,,,"An entirely new and original English comic opera, in two acts, entitled Dr D. Written by C. P. Colnaghi. Composed by Cotsford Dick. [electronic resource]","An entirely new and original English comic opera, in two acts, entitled Dr D. Written by C. P. Colnaghi. Composed by Cotsford Dick.",,"London : Metzler & Co., [1885?].",,,,,,,lsidyv34ebba56,opera,Music
014616638,|||,und,,,"Corder, Frederick, 1852-1932.",standardised,1852,1932,Frederick Corder,matched,Frederick Corder,Q706644,,"Sisyphus; King of Ephyra, grand opera in three acts, words by F. and H. L. Corder, music by Baron Bódog Orczy. [The words only.] [electronic resource]","Sisyphus; King of Ephyra, grand opera in three acts, words by F. and H. L. Corder, music by Baron Bódog Orczy. [The words only.]",,"[London : J. Miles & Co., 1882].",,,"Corder, H. (Henrietta), d. 1922.","Corder, H. (Henrietta), d. 1922.",single or unclear,,lsidyv349bb6f8,opera,Music
014616642,|||,und,,,"COTTON, F. Percy, Mrs.",unchanged,,,"COTTON, F. Percy, Mrs.",unreconciled,,,,"Seven Love-Songs, and other lyrics. [electronic resource]","Seven Love-Songs, and other lyrics.",,"pp. xi. 60. Elliot Stock: London, 1894.",,,,,,,lsidyv3495e2d1,song,Music
014616643,|||,und,,,"Courtney, W. L. (William Leonard), 1850-1928.",standardised,1850,1928,William Leonard Courtney,matched,William Leonard Courtney,Q8014491,,Kit Marlowe. An opera based upon the play of the same name by W. L. Courtney. The libretto and music by H. Bedford. [The words only.] [electronic resource],Kit Marlowe. An opera based upon the play of the same name by W. L. Courtney. The libretto and music by H. Bedford. [The words only.],,"[London] : Sanders Phillips & Co., 1898.",,,"BEDFORD, Herbert.","BEDFORD, Herbert.",single or unclear,,lsidyv349b90ae,opera,Music
014616645,|||,und,,,"CRAVEN, T., Esq.",unchanged,,,"CRAVEN, T., Esq.",none,,,,"Sidney Cooper's Comic Pantomime, Dick Whittington and his Cat. Christmas, 1886-7. [electronic resource]","Sidney Cooper's Comic Pantomime, Dick Whittington and his Cat. Christmas, 1886-7.",,"London : G. J. Parris, [1886.].",,,"COOPER, Sidney.","COOPER, Sidney.",single or unclear,,lsidyv34ebb56d,opera,Music
014616649,|||,und,,,"Cross, J. C. (James Cartwright), d. 1809.",manual review,,1809,"Cross, J. C. (James Cartwright), d. 1809.",none,,,,"Songs, Duets ... &c. in the new ... tale of enchantment, called Number Nip, or the Elfin king of the giant mountains ... To which is added, a new song on the Installation, or Knights of the Bath, etc. [electronic resource]","Songs, Duets ... &c. in the new ... tale of enchantment, called Number Nip, or the Elfin king of the giant mountains ... To which is added, a new song on the Installation, or Knights of the Bath, etc.",,"London : J. Barker & Son, [1803.].",,,,,,,lsidyv34ebe3f1,song,Music
014616665,|||,und,,,"DIATRIBE, Dicky, pseud.",unchanged,,,"DIATRIBE, Dicky, pseud.",none,,,,"Opera Electionis: or, the Election. An opera, as performing at present by His Majesty's Servants, with uncommon success. By Dicky Diatribe, Esq. (Second edition.). [electronic resource]","Opera Electionis: or, the Election. An opera, as performing at present by His Majesty's Servants, with uncommon success. By Dicky Diatribe, Esq. (Second edition.).",,"Cork Election Squib Office, [c.1820].",,,,,,,lsidyv34939ece,opera,Music
