Aleph system no.,Country code,Language code (008),Language code (041),DDC,Personal author,Author_review_status,Author_birth_year,Author_death_year,Author_name_clean,Author_reconciliation_status,Author_Wikidata_label,Author_Wikidata_QID,Corporate author,Title,Title_clean,Edition,Imprint,Series,Subjects,Other personal authors,Other_personal_authors_clean,Other_authors_structure,Other corporate authors,DOM ID,Type,Genre
014628793,|||,und,,,"COURT, Norman.",unchanged,,,"COURT, Norman.",none,,,,"Rosalie; or, In days of old. An original comic opera, in three acts, etc. [electronic resource]","Rosalie; or, In days of old. An original comic opera, in three acts, etc.",,[1896.],,,"LAWTON, Vaughan.","LAWTON, Vaughan.",single or unclear,,lsidyv3985e829,opera,Music
014628797,|||,und,,,"CUBITT, Sydney.",unchanged,,,"CUBITT, Sydney.",none,,,,"An Entirely New & Original Comic Opera, in two acts, entitled, The Competitors, or, the Nymph of Nozenaro, etc. [electronic resource]","An Entirely New & Original Comic Opera, in two acts, entitled, The Competitors, or, the Nymph of Nozenaro, etc.",,"Stroud : John White, [1893.].",,,,,,,lsidyv318e28ab,opera,Music
014628805,|||,und,,,"Dorisi, Lisa.",unchanged,,,"Dorisi, Lisa.",none,,,,Preciosita; operetta in one act [and in prose with songs]. [electronic resource],Preciosita; operetta in one act [and in prose with songs].,,"London : Doremi & Co., [1894.].",,,,,,,lsidyv32cb76c6,opera,Music
014628806,|||,und,,,,missing,,,,blank,,,,"Easter Bells. [Sacred songs illustrated by F. H. Jackson, etc.] [electronic resource]","Easter Bells. [Sacred songs illustrated by F. H. Jackson, etc.]",,"London : Griffith, Farran & Co., 1889.",,,,,,,lsidyv30666d48,song,Music
014628807,|||,und,,,,missing,,,,blank,,,,"Songs, duets, etc., etc. in the new opera called the Election. [electronic resource]","Songs, duets, etc., etc. in the new opera called the Election.",,"London, 1817.",,,,,,,lsidyv398469fc,opera,Music
014628831,|||,und,,,"Goodfellow, Robin.",unchanged,,,"Goodfellow, Robin.",unreconciled,,,,"Songs, Choruses, &c. in a ... fairy ballad opera entitled Robin Goodfellow, etc. [electronic resource]","Songs, Choruses, &c. in a ... fairy ballad opera entitled Robin Goodfellow, etc.",,"London, [1848?]",,,,,,,lsidyv39910bf1,opera,Music
014628834,|||,und,,,"Greenbank, Harry.",unchanged,,,Harry Greenbank,matched,Harry Greenbank,Q5669257,,"An Artist's Model, a comedy with music [in two acts and in prose with songs]. By Owen Hall ... Lyrics by H. Greenbank. [Words of songs only.] [electronic resource]","An Artist's Model, a comedy with music [in two acts and in prose with songs]. By Owen Hall ... Lyrics by H. Greenbank. [Words of songs only.]",,"London : Hopwood & Crew, [1895.].",,,,,,,lsidyv398569ea,song,Music
014628845,|||,und,,,"HOLYOAKE, George Jacob.",unchanged,,,George Holyoake,matched,George Holyoake,Q719365,,Against Clandestine Commissions. Mainly in the interest of co-operative societies. [With a letter by John S. Storr upon frauds by fiduciary agents.] [electronic resource],Against Clandestine Commissions. Mainly in the interest of co-operative societies. [With a letter by John S. Storr upon frauds by fiduciary agents.],,"London : Gay & Bird, 1899.",,,"STORR, John Stephens.","STORR, John Stephens.",single or unclear,,lsidyv31863666,opera,Music
014628847,|||,und,,,"HOLYOAKE, George Jacob.",unchanged,,,George Holyoake,matched,George Holyoake,Q719365,,Essentials of Co-operative Education. [electronic resource],Essentials of Co-operative Education.,,"London : Labour Association, [1898.].",,,,,,,lsidyv3186c363,opera,Music
014628860,|||,und,,,,missing,,,,blank,,,,"Songs, choruses, &c. which are introduced in the new Entertainment of the Jubilee. [By D. Garrick.] [electronic resource]","Songs, choruses, &c. which are introduced in the new Entertainment of the Jubilee. [By D. Garrick.]",,"London, 1778.",,,,,,,lsidyv3962b0ea,song,Music
014628861,|||,und,,,"Keble, John, 1792-1866",standardised,1792,1866,John Keble,matched,John Keble,Q955187,,"Evening. [A hymn, from the “Christian Year.”] ... Illustrated. [electronic resource]","Evening. [A hymn, from the “Christian Year.”] ... Illustrated.",,"London : Griffith & Farran, [1883.].",,,"Keble, John, 1792-1866","Keble, John, 1792-1866",single or unclear,,lsidyv3071dfd7,hymn,Music
014628867,|||,und,,,"LE FANU, Joseph Sheridan.",unchanged,,,"LE FANU, Joseph Sheridan.",none,,,,Shamus O'Brien. A story of Ireland a hundred years ago. A romantic comic opera in two acts; founded on the poem by J. S. Le Fanu. Book by G. H. Jessop. [electronic resource],Shamus O'Brien. A story of Ireland a hundred years ago. A romantic comic opera in two acts; founded on the poem by J. S. Le Fanu. Book by G. H. Jessop.,,"London : Boosey & Co., 1896.",,,"JESSOP, George H.","JESSOP, George H.",single or unclear,,lsidyv39865705,opera,Music
014628874,|||,und,,,,missing,,,,blank,,,,"[Love Laughs at Locksmiths: a comic opera: in two acts, etc. [By George Colman, the Younger.]] [electronic resource]","[Love Laughs at Locksmiths: a comic opera: in two acts, etc. [By George Colman, the Younger.]]",[Another edition.],"London : J. Cawthorn; James Cawthorn, 1808.",,,"COLMAN, George, the Younger.","COLMAN, George, the Younger.",single or unclear,,lsidyv39528128,opera,Music
014628879,|||,und,,,"LYON, H., of Rugby?.",unchanged,,,"LYON, H., of Rugby?.",none,,,,"The Puppets of Pancratia; or, the King's Comic Opera, etc. [electronic resource]","The Puppets of Pancratia; or, the King's Comic Opera, etc.",,"Rugby : G. E. Over, 1896.",,,,,,,lsidyv39869f08,opera,Music
014628881,|||,und,,,"MACDUFF, John Ross.",unchanged,,,John Ross Macduff,matched,John Ross Macduff,Q6255714,,"The Chorus of Creation; or varied chante of the great Hymn of Nature. Selected and with an introduction and verses by J. R. Macduff, D.D. Edited by ... A. S. Macduff. With illustrations, etc. [electronic resource]","The Chorus of Creation; or varied chante of the great Hymn of Nature. Selected and with an introduction and verses by J. R. Macduff, D.D. Edited by ... A. S. Macduff. With illustrations, etc.",,"pp. 40. Hodder & Stoughton: London, [1900.]",,,"MACDUFF, A. S., Miss.","MACDUFF, A. S., Miss.",single or unclear,,lsidyv31a89ce9,hymn,Music
014628887,br ,eng,,,"Mason, Ellen Huntly Bullard.",unchanged,,,Ellen Huntly Bullard Mason,matched,Ellen Huntly Bullard Mason,Q24206000,,"A song of the famine, etc. [electronic resource]","A song of the famine, etc.",,"Rangoon, [1874]",,,,,,,lsidyv398f1885,song,Music
014628893,|||,und,,,"O'NEILL, Moira, pseud. [i.e. Nesta Higginson, afterwards Skrine.]",unchanged,,,"O'NEILL, Moira, pseud. [i.e. Nesta Higginson, afterwards Skrine.]",none,,,,Songs of the Glens of Antrim. [electronic resource],Songs of the Glens of Antrim.,,"pp. x. 61. W. Blackwood & Sons: Edinburgh & London, 1900.",,,,,,,lsidyv3146deda,song,Music
014628913,|||,und,,,,missing,,,,blank,,,,"The Queen's Own Songster; comic and sentimental; as sung at the Queen's and all other theatres, For 1838. [electronic resource]","The Queen's Own Songster; comic and sentimental; as sung at the Queen's and all other theatres, For 1838.",,"London : O. Hodgson, [1838.].",,,"HODGSON, Orlando.","HODGSON, Orlando.",single or unclear,,lsidyv3964014f,song,Music
014628923,|||,und,,,"Shakespeare, William, 1564-1616",standardised,1564,1616,William Shakespeare,matched,William Shakespeare,Q692,,A Midsummer Night's Dream. ... With alterations and additions and several new songs [by David Garrick]. As it is performed at the Theatre-Royal in Drury-Lane. [electronic resource],A Midsummer Night's Dream. ... With alterations and additions and several new songs [by David Garrick]. As it is performed at the Theatre-Royal in Drury-Lane.,,"London : J. & R. Tonson, 1763.",,,,,,,lsidyv30814914,song,Music
014628925,|||,und,,,"SMALE, Edith C.",unchanged,,,"SMALE, Edith C.",none,,,,"Forty Winks: an operatic absurdity, in one act. Written by F. C. Smale. Composed by G. H. Stone. [electronic resource]","Forty Winks: an operatic absurdity, in one act. Written by F. C. Smale. Composed by G. H. Stone.",,[1896.],,,,,,,lsidyv3986d277,opera,Music
014628926,enk,eng,,,"Smith, Valentine, librettist",unchanged,,,"Smith, Valentine, librettist",none,,,,"Book of words of a romantic opera in three acts, entitled, “King for a day,” by Valentine Smith. [electronic resource]","Book of words of a romantic opera in three acts, entitled, “King for a day,” by Valentine Smith.",,"[Middlesbrough] : Printed by Jordison & Co., Ld. ... , 1893.",,Operas Librettos,"Adam, Adolphe, 1803-1856. -- Ennery, Adolphe d', 1811-1899 -- Brésil, Jules, 1818-1899","Adam, Adolphe, 1803-1856. -- Ennery, Adolphe d', 1811-1899 -- Brésil, Jules, 1818-1899",multiple: dash,,lsidyv318eee87,opera,Music
014628927,enk,eng,,,"Smith, Valentine, librettist",unchanged,,,"Smith, Valentine, librettist",none,,,,"Book of words of a romantic opera, in three acts, entitled - King for a day. By Mr. Villiers Sankey and Mr. Valentine Smith. [electronic resource]","Book of words of a romantic opera, in three acts, entitled - King for a day. By Mr. Villiers Sankey and Mr. Valentine Smith.",,"[Middlesbrough] : Printed by Jordison & Co., Ld., Middlesbrough ... , 1894.",,Operas Librettos,"Adam, Adolphe, 1803-1856. -- Ennery, Adolphe d', 1811-1899 -- Brésil, Jules, 1818-1899","Adam, Adolphe, 1803-1856. -- Ennery, Adolphe d', 1811-1899 -- Brésil, Jules, 1818-1899",multiple: dash,,lsidyv31921bdd,opera,Music
014628937,|||,und,,,"STURGIS, Julian Russell.",unchanged,,,"STURGIS, Julian Russell.",unreconciled,,,,"Nadeshda. Opera in four acts, etc. [electronic resource]","Nadeshda. Opera in four acts, etc.",,"[London, 1885.]",,,,,,,lsidyv3183ffca,opera,Music
014628938,|||,und,,,,missing,,,,blank,,,,"The S., the Gardener, and the Odalisque. A Melodrama in two acts [and in prose]. By one of Her Majesty's Subjects, Author of several other works. [electronic resource]","The S., the Gardener, and the Odalisque. A Melodrama in two acts [and in prose]. By one of Her Majesty's Subjects, Author of several other works.",,"London, 1856.",,,,,,,lsidyv39a0fa4a,melody,Music
014628941,|||,und,,,"THELWALL, John, Lecturer.",unchanged,,,"THELWALL, John, Lecturer.",none,,,,"Ode to Science. Recited at the anniversary meeting of the Philomathian Society, June 20, 1791. Together with the song, snug by Brother Webb, on the same occasion. [electronic resource]","Ode to Science. Recited at the anniversary meeting of the Philomathian Society, June 20, 1791. Together with the song, snug by Brother Webb, on the same occasion.",,"London, 1791.",,,,,,,lsidyv317c9d98,song,Music
014628947,|||,und,,,"TREVOR, Harry.",unchanged,,,Harry Trevor,matched,Harry Trevor,Q133764336,,"Songs, etc., from an original comic opera, in two acts, entitled, The Lass of Richmond Hill, etc. [electronic resource]","Songs, etc., from an original comic opera, in two acts, entitled, The Lass of Richmond Hill, etc.",,"Richmond : R. W. Simpson, [1893.].",,,,,,,lsidyv39534d3f,opera,Music
014628950,|||,und,,,"UNWIN, William E.",unchanged,,,"UNWIN, William E.",none,,,,"Zoriada; or, The Bandit's Haunt. An operetta in one act and one scene, etc. [electronic resource]","Zoriada; or, The Bandit's Haunt. An operetta in one act and one scene, etc.",,[1890.],,,,,,,lsidyv31856a87,opera,Music
014628951,|||,und,,,"VAN SNIDER, E., pseud.",unchanged,,,"VAN SNIDER, E., pseud.",none,,,,"Three Wimbledon Songs for 1873, 1874, & 1875. By E. Van Snider. [electronic resource]","Three Wimbledon Songs for 1873, 1874, & 1875. By E. Van Snider.",,"London : Harrison & Sons, [1875.].",,,,,,,lsidyv398f4d41,song,Music
014628953,|||,und,,,"VINING, Charles Ed.",unchanged,,,"VINING, Charles Ed.",none,,,,"Diego. Original Operetta, in two acts [and in verse]. Libretto by Mr. C. Vining, etc. [electronic resource]","Diego. Original Operetta, in two acts [and in verse]. Libretto by Mr. C. Vining, etc.",,"Karachi : Jamshed & Co., 1892.",,,,,,,lsidyv318afd8d,opera,Music
014628955,|||,und,,,,missing,,,,blank,,,,"A Volunteer Song. (No. II. Abercrombie, Nelson & Smith, etc. [A collection of pieces in verse, numbered I.-XI. By Francis Wrangham.]). [electronic resource]","A Volunteer Song. (No. II. Abercrombie, Nelson & Smith, etc. [A collection of pieces in verse, numbered I.-XI. By Francis Wrangham.]).",,"York : A. Bartholoman, [1805.].",,,,,,,lsidyv3964dd68,song,Music
014628964,|||,und,,,"WEST, Joshua.",unchanged,,,"WEST, Joshua.",none,,,,"A Trip to Highgate; or, a Satirical Touch on the Times. [In verse.] To which are added An Epigram on the Duchess of York, 18th January, 1792, and also original ... songs ... on the praise of the Lord Chancellor. Second edition. [electronic resource]","A Trip to Highgate; or, a Satirical Touch on the Times. [In verse.] To which are added An Epigram on the Duchess of York, 18th January, 1792, and also original ... songs ... on the praise of the Lord Chancellor. Second edition.",,"London, 1792.",,,,,,,lsidyv398c9cda,song,Music
014628965,|||,und,,,,missing,,,,blank,,,,New words to an Old Song: by Wet-Nurse. [electronic resource],New words to an Old Song: by Wet-Nurse.,,"Canterbury, 1844.",,,,,,,lsidyv308322b0,song,Music
014628967,|||,und,,,"WILSON, T., of Belfast.",unchanged,,,"WILSON, T., of Belfast.",none,,,,"A Comic Opera, in two acts, entitled: Jujube. Written by T. Wilson. Composed by J. Creighton. [electronic resource]","A Comic Opera, in two acts, entitled: Jujube. Written by T. Wilson. Composed by J. Creighton.",,"Belfast : “Belfast News-Letter” Book Printing House, [1891.].",,,,,,,lsidyv31875c05,opera,Music
014628970,|||,und,,,"WOOD, Willy.",unchanged,,,Henri t'Sas,matched,Henri t'Sas,Q2266636,,"Willy Wood, and Greedy Grizzle: a tale of the present century. Founded on fact. [In verse.] ... To which are subjoined three new songs. [electronic resource]","Willy Wood, and Greedy Grizzle: a tale of the present century. Founded on fact. [In verse.] ... To which are subjoined three new songs.",,"London : J. Forbes, [1792.].",,,"GRIZZLE, Greedy.","GRIZZLE, Greedy.",single or unclear,,lsidyv398d0bd4,song,Music
014635254,|||,und,,,"AKENSIDE, Mark.",unchanged,,,Mark Akenside,matched,Mark Akenside,Q1247855,,[Hymn to the Naiads.] Alle Najadi. Inno alla Greca ... Recato in verso Italiano da T. J. Mathias. [electronic resource],[Hymn to the Naiads.] Alle Najadi. Inno alla Greca ... Recato in verso Italiano da T. J. Mathias.,,"Napoli, 1821.",,,"Mathias, Thomas James, 1754?-1835.","Mathias, Thomas James, 1754?-1835.",single or unclear,,lsidyv2af003b0,hymn,Music
014635258,|||,und,,,"ANDREWS, Miles Peter.",unchanged,,,Miles Peter Andrews,matched,Miles Peter Andrews,Q15454273,,"The Songs, recitatives, airs, duets, trios, and chorusses, introduced in the pantomime entertainment of The Enchanted Castle, etc. [electronic resource]","The Songs, recitatives, airs, duets, trios, and chorusses, introduced in the pantomime entertainment of The Enchanted Castle, etc.",,"London : The Author, 1786.",,,,,,,lsidyv3035631a,pantomime,Music
014635265,|||,und,,,"AXON, William Edward Armitage.",unchanged,,,Уильям Аксон,matched,Уильям Аксон,Q8004725,,Romany Songs Englished. [Reprinted from the “Journal of Gypsy Lore.”] [electronic resource],Romany Songs Englished. [Reprinted from the “Journal of Gypsy Lore.”],,[1890.],,,,,,,lsidyv2af0b50f,song,Music
014635279,|||,und,,,"BOISE, Otis Bardwell, Mrs.",unchanged,,,"BOISE, Otis Bardwell, Mrs.",none,,,,Song. The Life of Love is but a Day. [electronic resource],Song. The Life of Love is but a Day.,,"Boston : B. F. Wood Music Co., [1893.].",,,,,,,lsidyv2af0bc53,song,Music
014635281,|||,und,,,,missing,,,,blank,,,,"The Blind Boy: a melodrama, in two acts, etc. [By W. B. Hewetson.] [electronic resource]","The Blind Boy: a melodrama, in two acts, etc. [By W. B. Hewetson.]",,"London : Longman & Co., 1808.",,,,,,,lsidyv314dd1a8,melody,Music
014635286,|||,und,,,"Brooke, Frances, 1724?-1789.",manual review,,1789,"Brooke, Frances, 1724?-1789.",unreconciled,,,,"[Rosina, a comic opera ... The tenth edition.] [electronic resource]","[Rosina, a comic opera ... The tenth edition.]",The eleventh edition.,"London : T. Cadell, 1786.",,,,,,,lsidyv3a57f908,opera,Music
014635311,|||,und,,,,missing,,,,blank,,,,"Stanzas on the Death of the Princess Charlotte, with Claremonts' Bower, a ballad. Altered from the Irish Melodies. By the author of the verses on Madame Lavalette. Ascribed to Lord Byron. [electronic resource]","Stanzas on the Death of the Princess Charlotte, with Claremonts' Bower, a ballad. Altered from the Irish Melodies. By the author of the verses on Madame Lavalette. Ascribed to Lord Byron.",,"London : The Author, 1817.",,,,,,,lsidyv3a25152e,melody,Music
014635323,|||,und,,,"CRABTREE, John, of Lincoln.",unchanged,,,"CRABTREE, John, of Lincoln.",none,,,,A New Anthem or National Hymn of Praise and Thanksgiving. To commemorate Her Majesty Queen Victoria's long and most illustrious reign. [electronic resource],A New Anthem or National Hymn of Praise and Thanksgiving. To commemorate Her Majesty Queen Victoria's long and most illustrious reign.,,"Lincoln : Keyworth & Sons, [1896.].",,,,,,,lsidyv3a588cf1,hymn,Music
014635331,|||,und,,,"Dibdin, Charles, 1745-1814.",standardised,1745,1814,Charles Dibdin,matched,Charles Dibdin,Q1064116,,"[Most Votes.] Songs, &c. in Most Votes. A new entertainment of Sans Souci, written, composed, spoken, sung and accompanied by Mr. Dibdin. [electronic resource]","[Most Votes.] Songs, &c. in Most Votes. A new entertainment of Sans Souci, written, composed, spoken, sung and accompanied by Mr. Dibdin.",,"London : The Author, [1802.].",,,,,,,lsidyv39e7297a,song,Music
014635332,|||,und,,,"Dibdin, Charles, 1745-1814.",standardised,1745,1814,Charles Dibdin,matched,Charles Dibdin,Q1064116,,"[The Wedding Ring, a comic opera. In two acts, etc. [Based, in part, on “Il Filosofo di campagna” by Carlo Goldoni.]] [electronic resource]","[The Wedding Ring, a comic opera. In two acts, etc. [Based, in part, on “Il Filosofo di campagna” by Carlo Goldoni.]]",,"[41]. London, 1773.",,,,,,,lsidyv3a5378de,opera,Music
014635333,|||,und,,,"Dibdin, Thomas, 1771-1841.",standardised,1771,1841,Thomas John Dibdin,matched,Thomas John Dibdin,Q683268,,"Airs, Chorusses, &c. and a list of the scenery, in the new comic pantomime, called Harlequin in his Element, etc. (The pantomime invented by Mr. T. Dibdin.). [electronic resource]","Airs, Chorusses, &c. and a list of the scenery, in the new comic pantomime, called Harlequin in his Element, etc. (The pantomime invented by Mr. T. Dibdin.).",,"London : Appleyards, [1808.].",,,,,,,lsidyv306fb8b2,pantomime,Music
014635334,|||,und,,,"DIMOND, William.",unchanged,,,"DIMOND, William.",none,,,,"The Young Hussar, or Love and mercy, an operatic piece, in two acts, etc. [electronic resource]","The Young Hussar, or Love and mercy, an operatic piece, in two acts, etc.",,"London : Barker & Son, 1807.",,,,,,,lsidyv3143f959,opera,Music
014635357,|||,und,,,"GAY, John, the Poet.",unchanged,,,"GAY, John, the Poet.",unreconciled,,,,"Achilles in petticoats. An opera ... Written by Mr. Gay, with alterations [by George Colman, the elder]. [electronic resource]","Achilles in petticoats. An opera ... Written by Mr. Gay, with alterations [by George Colman, the elder].",,"W. Strahan, etc. : London, 1774.",,,"COLMAN, George, the Elder.","COLMAN, George, the Elder.",single or unclear,,lsidyv314c3262,opera,Music
014635361,|||,und,,,"GLADSTONE, Thomas Murray.",unchanged,,,"GLADSTONE, Thomas Murray.",none,,,,"The Captain's Cabin, or that's my Secret. A comedy of Life, in three acts ... with songs, music, etc. [electronic resource]","The Captain's Cabin, or that's my Secret. A comedy of Life, in three acts ... with songs, music, etc.",,"London, 1872.",,,,,,,lsidyv39f53140,song,Music
014635365,|||,und,,,,missing,,,,blank,,,,"[Well met, Gossip; or, 'Tis Merry when Gossips meet. Newly enlarged with very merry songs, pleasant for maids, wives, and widdows: and delightfull to all that shall read it. [By S. Rowlands.] B.L.] [electronic resource]","[Well met, Gossip; or, 'Tis Merry when Gossips meet. Newly enlarged with very merry songs, pleasant for maids, wives, and widdows: and delightfull to all that shall read it. [By S. Rowlands.] B.L.]",[Another edition.] 'Tis merry when Gossips meet.,"London : Chiswick Press, 1818.",,,"ROWLANDS, Samuel.","ROWLANDS, Samuel.",single or unclear,,lsidyv31612a2f,song,Music
014635376,|||,und,,,,missing,,,,blank,,,,"Harlequin Mungo; or, a Peep into the Tower: a new pantomimical entertainment in two acts [in prose and verse]. [electronic resource]","Harlequin Mungo; or, a Peep into the Tower: a new pantomimical entertainment in two acts [in prose and verse].",,"London, [1750?]",,,,,,,lsidyv314c9fbc,pantomime,Music
014635377,|||,und,,,"Harris, Augustus, Sir, 1852-1896.",standardised,1852,1896,Augustus Harris,matched,Augustus Harris,Q2917056,,The Rose of Castile: opera in three acts [and in prose]. [electronic resource],The Rose of Castile: opera in three acts [and in prose].,,"London, [1857.]",,,"FALCONER, Edmund, pseud. [i.e. Edmund O'Rourke.]","FALCONER, Edmund, pseud. [i.e. Edmund O'Rourke.]",single or unclear,,lsidyv39f25e10,opera,Music
014635392,|||,und,,,"Hook, Theodore Edward, 1788-1841.",standardised,1788,1841,Theodore Hook,matched,Theodore Hook,Q2117649,,"The Trial by Jury, a comic piece, in two acts [and in prose with songs]. [electronic resource]","The Trial by Jury, a comic piece, in two acts [and in prose with songs].",,"London, 1811.",,,,,,,lsidyv307d9706,song,Music
014635404,|||,und,,,,missing,,,,blank,,,India.,A Voyage to India. Containing fifteen ... songs in that favourite entertainment now performing by C. Incledon. [electronic resource],A Voyage to India. Containing fifteen ... songs in that favourite entertainment now performing by C. Incledon.,,"London, [1808?]",,,,,,,lsidyv30709ab3,song,Music
014635429,|||,und,,,"Dibdin, Charles, 1745-1814.",standardised,1745,1814,Charles Dibdin,matched,Charles Dibdin,Q1064116,,"Liberty Hall; or, A test of good fellowship. A comic opera, in two acts [and in prose. By C. Dibdin, the Elder]. [electronic resource]","Liberty Hall; or, A test of good fellowship. A comic opera, in two acts [and in prose. By C. Dibdin, the Elder].",,"London, 1785.",,,,,,,lsidyv308faca3,opera,Music
014635444,|||,und,,,,missing,,,,blank,,,,"Airs, songs, duetts, trios and chorusses in Marian, a comic opera in two acts. [By Frances Brooke.] [electronic resource]","Airs, songs, duetts, trios and chorusses in Marian, a comic opera in two acts. [By Frances Brooke.]",,"London, 1788.",,,"Brooke, Frances, 1724?-1789.","Brooke, Frances, 1724?-1789.",single or unclear,,lsidyv31ab110a,opera,Music
014635458,|||,und,,,"NEMO, Peter, Sir, Banneret, pseud.",unchanged,,,"NEMO, Peter, Sir, Banneret, pseud.",none,,,,"Political Pledges, or garbage to catch gudgeons; ... being a Tug for the Tories! Whipping for the Whigs!! and Rooting out of the Radicals!!! A new song, written by Sir Peter Nemo Banneret, ... and sung at the Conservative Banquet, on 13th June 1834. [electronic resource]","Political Pledges, or garbage to catch gudgeons; ... being a Tug for the Tories! Whipping for the Whigs!! and Rooting out of the Radicals!!! A new song, written by Sir Peter Nemo Banneret, ... and sung at the Conservative Banquet, on 13th June 1834.",,"[London?], 1834.",,,,,,,lsidyv2aeefde2,song,Music
014635476,|||,und,,,,missing,,,,blank,,,,"Songs, Chorusses, &c. in Peter the Great, or the Wooden Walls; an operatic drama, in three acts. [By A. Cherry.] [electronic resource]","Songs, Chorusses, &c. in Peter the Great, or the Wooden Walls; an operatic drama, in three acts. [By A. Cherry.]",,"London, 1807.",,,"Cherry, A. (Andrew), 1762-1812. -- Peter I, Emperor of Russia, 1672-1725.","Cherry, A. (Andrew), 1762-1812. -- Peter I, Emperor of Russia, 1672-1725.",multiple: dash,,lsidyv306c2b39,opera,Music
014635479,|||,und,,,,missing,,,,blank,,,,Phœbe. A pastoral opera [in three acts and in verse. By J. Hoadly]. [electronic resource],Phœbe. A pastoral opera [in three acts and in verse. By J. Hoadly].,,"London, 1748.",,,,,,,lsidyv307c250a,opera,Music
014635502,|||,und,,,"Dibdin, Charles, 1745-1814.",standardised,1745,1814,Charles Dibdin,matched,Charles Dibdin,Q1064116,,"The Quaker, a comic opera [in two acts and in prose and verse by Charles Dibdin]. Third edition. [electronic resource]","The Quaker, a comic opera [in two acts and in prose and verse by Charles Dibdin]. Third edition.",,"London, 1780.",,,,,,,lsidyv315c5068,opera,Music
014635510,|||,und,,,"ROLT, Richard.",unchanged,,,"ROLT, Richard.",unreconciled,,,,Two Hymns on the Nativity of Christ. [electronic resource],Two Hymns on the Nativity of Christ.,,"London : J. Newbery, 1751.",,,,,,,lsidyv2aef3100,hymn,Music
014635522,|||,und,,,"SIMPSON, John Palgrave.",unchanged,,,John Palgrave Simpson,matched,John Palgrave Simpson,Q6251798,,"Romance! A new operetta, composed by H. Leslie. The words by J. P. Simpson, etc. [electronic resource]","Romance! A new operetta, composed by H. Leslie. The words by J. P. Simpson, etc.",,"London, [1860.]",,,,,,,lsidyv39f385ea,opera,Music
014635541,|||,und,,,,missing,,,,blank,,,,"The Time-Gun. [A poem. Attributed in a MS. note on p. 4 to “the Revd Mr Cooper,” i.e. William Cowper.] [electronic resource]","The Time-Gun. [A poem. Attributed in a MS. note on p. 4 to “the Revd Mr Cooper,” i.e. William Cowper.]",,"[Edinburgh, 1866.]",,,"COWPER, William, Rev.","COWPER, William, Rev.",single or unclear,,lsidyv2af05080,opera,Music
014635547,|||,und,,,,missing,,,,blank,,,,"Valentine's Day; a musical drama in two acts [in prose, with songs, by W. Heard]. [electronic resource]","Valentine's Day; a musical drama in two acts [in prose, with songs, by W. Heard].",,"London, 1776.",,,,,,,lsidyv307b6e2e,song,Music
014635549,|||,und,,,,missing,,,,blank,,,,"[The Carnival of Venice.] Songs, ... &c., in the comic Opera of the Carnival of Venice. [By R. Tickell.] [electronic resource]","[The Carnival of Venice.] Songs, ... &c., in the comic Opera of the Carnival of Venice. [By R. Tickell.]",,"London, 1781.",,,"TICKELL, Richard.","TICKELL, Richard.",single or unclear,,lsidyv31b15b09,opera,Music
014635561,|||,und,,,"WHITEMAN, J. C.",unchanged,,,"WHITEMAN, J. C.",none,,,,"J. C. Whiteman's ... Book of Popular Original Songs, etc. [electronic resource]","J. C. Whiteman's ... Book of Popular Original Songs, etc.",,"Leeds : Nutt & Co., [1896.].",,,,,,,lsidyv2af0bd3e,song,Music
014643313,|||,und,,,"Savage-Armstrong, George Francis, 1845-1906.",standardised,1845,1906,George Savage-Armstrong,matched,George Savage-Armstrong,Q18922289,,"Victoria Regina et Imperatrix. A jubilee song from Ireland, 1887. [electronic resource]","Victoria Regina et Imperatrix. A jubilee song from Ireland, 1887.",,"London : Longmans & Co., 1887.",,,"Victoria, Queen of Great Britain, 1819-1901.","Victoria, Queen of Great Britain, 1819-1901.",single or unclear,,lsidyv3a9e3dd4,song,Music
014643323,|||,und,,,,missing,,,,blank,,,,"An English Psalm. Or, a hymn on the late Thanksgiving-Day: being a Protestant version of the Second Psalm. By Mr. Brereton. [In verse.] [electronic resource]","An English Psalm. Or, a hymn on the late Thanksgiving-Day: being a Protestant version of the Second Psalm. By Mr. Brereton. [In verse.]",,"London : Jonas Brown, 1716.",,,"BRERETON, Thomas, of Brasenose College, Oxford.","BRERETON, Thomas, of Brasenose College, Oxford.",single or unclear,,lsidyv3a925fef,hymn,Music
014643355,|||,und,,,"CHRISTY, Edwin Pearce.",unchanged,,,Edwin Pearce Christy,matched,Edwin Pearce Christy,Q5346741,,"The Original Christy's Minstrels. Complete repertoire of plantation melodies, from which the programme of each evening is selected. [electronic resource]","The Original Christy's Minstrels. Complete repertoire of plantation melodies, from which the programme of each evening is selected.",,"[London : W. B. Ford, 1857.].",,,,,,,lsidyv3a8ad7e6,melody,Music
014643381,|||,und,,,"Diprose, John.",unchanged,,,John Diprose,matched,John Diprose,Q114045777,,Diprose's 19th Century Song Book. The Victories of Old England from 1346 to 1874. [electronic resource],Diprose's 19th Century Song Book. The Victories of Old England from 1346 to 1874.,,"[London, 1878.]",,,,,,,lsidyv3abf106e,song,Music
