Aleph system no.,Country code,Language code (008),Language code (041),Imprint,Imprint_clean,Publisher_clean,Publisher_role,Publication_place_final,Place_QA_status,Wikidata_QID_manual_sample,Year_end,Year_start,Year_status,Publication_year,DOM ID
14825841,|||,und,,"London : Moore & Burgess, [1876?].","London : Moore & Burgess, [1876?].",Moore & Burgess,Named publisher or ambiguous,London,Likely clean single place,Q84,,1876,Uncertain,1876,lsidyv33904638
14825886,|||,und,,"London : W. Mackenzie, [1880.].","London : W. Mackenzie, [1880.].",W. Mackenzie,Named publisher or ambiguous,London,Likely clean single place,Q84,,1880,Supplied,1880,lsidyv30b39fec
14825887,|||,und,,"London, [1867.]","London, [1867.]",,Missing,London,Likely clean single place,Q84,,1867,Supplied,1867,lsidyv3026421f
14825889,|||,und,,"E. Paul & Co., Brussels, 1822.","E. Paul & Co., Brussels, 1822.",,Missing,"E. Paul & Co., Brussels",Multiple places,,,1822,Exact,1822,lsidyv3062e1cd
14825891,|||,eng,,"London : J. Power, 1835.","London : J. Power, 1835.",J. Power,Named publisher or ambiguous,London,Likely clean single place,Q84,,1835,Exact,1835,lsidyv38e92db5
14825900,|||,und,,"London, 1811.","London, 1811.",,Missing,London,Likely clean single place,Q84,,1811,Exact,1811,lsidyv2ebbdcf7
14825901,|||,und,,"London, 1849.","London, 1849.",,Missing,London,Likely clean single place,Q84,,1849,Exact,1849,lsidyv32b82667
14826188,|||,und,,"London : Longmans & Co., 1889.","London : Longmans & Co., 1889.",Longmans & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1889,Exact,1889,lsidyv3ac0d675
14826191,|||,und,,"London : Chatto & Windus, 1892.","London : Chatto & Windus, 1892.",Chatto & Windus,Named publisher or ambiguous,London,Likely clean single place,Q84,,1892,Exact,1892,lsidyv3b0a5b88
14826214,enk,eng,,"London : J. Diprose ... , [1859-1862]. -- London : Diprose and Co. ...","London : J. Diprose..., [1859-1862]. -- London : Diprose and Co....",J. Diprose...,Named publisher or ambiguous,London,Likely clean single place,Q84,1862,1859,Supplied,1862,lsidyv3a9788d4
14826245,|||,und,,"London, 1814.","London, 1814.",,Missing,London,Likely clean single place,Q84,,1814,Exact,1814,lsidyv33954b30
14826298,|||,und,,"London : Tuck & Sons, [1893]","London : Tuck & Sons, [1893]",Tuck & Sons,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Supplied,1893,lsidyv3a98fe3c
14826301,|||,und,,"pp. xii. 168. A. Constable & Co.: London, 1898.","pp. xii. 168. A. Constable & Co. : London, 1898.",London,Named publisher or ambiguous,pp. xii. 168. A. Constable & Co.,Multiple places,,,1898,Exact,1898,lsidyv319b370d
14826387,|||,und,,"pp. 228. A. Gardner: Paisley, 1894.","pp. 228. A. Gardner : Paisley, 1894.",Paisley,Named publisher or ambiguous,pp. 228. A. Gardner,Likely clean single place,,,1894,Exact,1894,lsidyv347725d8
14826398,|||,und,,"Edinburgh : Menzies & Co., 1882.","Edinburgh : Menzies & Co., 1882.",Menzies & Co.,Named publisher or ambiguous,Edinburgh,Likely clean single place,Q23436,,1882,Exact,1882,lsidyv3083b4f4
14826432,|||,eng,,"London, 1872.","London, 1872.",,Missing,London,Likely clean single place,Q84,,1872,Exact,1872,lsidyv353bf318
14826438,|||,und,,"London, 1817.","London, 1817.",,Missing,London,Likely clean single place,Q84,,1817,Exact,1817,lsidyv34ec24d3
14826442,|||,und,,"[Bath?], 1797.","[Bath?], 1797.",,Missing,Bath?],Likely clean single place,,,1797,Exact,1797,lsidyv341dc784
14826509,|||,und,,"London : J. Ridgway, 1791.","London : J. Ridgway, 1791.",J. Ridgway,Named publisher or ambiguous,London,Likely clean single place,Q84,,1791,Exact,1791,lsidyv2ebcc67f
14826513,|||,und,,"pp. 28. Printed for the Author: London, 1765.","pp. 28. Printed for the Author : London, 1765.",The Author,Author/self-publication statement,London,Review: imprint statement,,,1765,Exact,1765,lsidyv3a98ce26
14826556,|||,und,,"pp. iv. 400. J. S. Toothill: Bradford, 1898.","pp. iv. 400. J. S. Toothill : Bradford, 1898.",Bradford,Named publisher or ambiguous,pp. iv. 400. J. S. Toothill,Likely clean single place,,,1898,Exact,1898,lsidyv307c1f97
14826631,|||,und,,"London : C. Griffin and Co., 1869.","London : C. Griffin and Co., 1869.",C. Griffin and Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1869,Exact,1869,lsidyv307747eb
14826674,|||,und,,"Newcastle, 1829.","Newcastle, 1829.",,Missing,Newcastle,Likely clean single place,,,1829,Exact,1829,lsidyv3388517c
14826714,|||,und,,"Calcutta, 1791.","Calcutta, 1791.",,Missing,Calcutta,Likely clean single place,,,1791,Exact,1791,lsidyv341d9650
14826801,|||,eng,,"New York, 1852.","New York, 1852.",,Missing,New York,Likely clean single place,,,1852,Exact,1852,lsidyv3cb7612c
14826802,|||,eng,,"New York : Appleton & Co., 1880.","New York : Appleton & Co., 1880.",Appleton & Co.,Named publisher or ambiguous,New York,Likely clean single place,,,1880,Exact,1880,lsidyv3ce5ced0
14826828,|||,und,,"London : E. Arnold, 1898.","London : E. Arnold, 1898.",E. Arnold,Named publisher or ambiguous,London,Likely clean single place,Q84,,1898,Exact,1898,lsidyv39a6fb0a
14826830,|||,und,,"London : Griffith, Farran & Co., [1889]","London : Griffith, Farran & Co., [1889]","Griffith, Farran & Co.",Named publisher or ambiguous,London,Likely clean single place,Q84,,1889,Supplied,1889,lsidyv3472e671
14826930,|||,und,,"New-York, Riverside, Cambridge printed, 1867.","New-York, Riverside, Cambridge printed, 1867.",,Missing,"New-York, Riverside, Cambridge",Review: comma-separated,,,1867,Exact,1867,lsidyv3474a981
14827173,|||,und,,"London : Chiswick Press, 1899.","London : Chiswick Press, 1899.",Chiswick Press,Named publisher or ambiguous,London,Likely clean single place,Q84,,1899,Exact,1899,lsidyv3497298d
14827213,|||,und,,"pp. 161. J. F. Shaw and Co.: London, [1886.]","pp. 161. J. F. Shaw and Co. : London, [1886.]",London,Named publisher or ambiguous,pp. 161. J. F. Shaw and Co.,Likely clean single place,,,1886,Supplied,1886,lsidyv347435bb
14827258,|||,und,,"London, 1734.","London, 1734.",,Missing,London,Likely clean single place,Q84,,1734,Exact,1734,lsidyv3392590f
14827302,|||,eng,,"London : R. Bentley, 1852.","London : R. Bentley, 1852.",R. Bentley,Named publisher or ambiguous,London,Likely clean single place,Q84,,1852,Exact,1852,lsidyv3bbfabb8
14827385,|||,und,,"London : Griffith, Farran & Co., [1888]","London : Griffith, Farran & Co., [1888]","Griffith, Farran & Co.",Named publisher or ambiguous,London,Likely clean single place,Q84,,1888,Supplied,1888,lsidyv3472be96
14827409,|||,und,,"London : J. Almon, 1785.","London : J. Almon, 1785.",J. Almon,Named publisher or ambiguous,London,Likely clean single place,Q84,,1785,Exact,1785,lsidyv3a8b44df
14827432,|||,und,,"London, 1794.","London, 1794.",,Missing,London,Likely clean single place,Q84,,1794,Exact,1794,lsidyv3384d2c1
14827437,|||,und,,"London, [1798?]","London, [1798?]",,Missing,London,Likely clean single place,Q84,,1798,Uncertain,1798,lsidyv3a57d5ab
14827439,|||,und,,"Leeds : T. Pinder, [1884.].","Leeds : T. Pinder, [1884.].",T. Pinder,Named publisher or ambiguous,Leeds,Likely clean single place,Q39121,,1884,Supplied,1884,lsidyv3459bc91
14827480,|||,und,,"London : Chatto & Windus, 1881 [1880].","London : Chatto & Windus, 1881 [1880].",Chatto & Windus,Named publisher or ambiguous,London,Likely clean single place,Q84,,1881,Supplied,1880,lsidyv3a976c0d
14827542,|||,und,,"London, 1846.","London, 1846.",,Missing,London,Likely clean single place,Q84,,1846,Exact,1846,lsidyv2eb432e9
14827554,|||,und,,"London : J. Woodward, 1710.","London : J. Woodward, 1710.",J. Woodward,Named publisher or ambiguous,London,Likely clean single place,Q84,,1710,Exact,1710,lsidyv301320c4
14827712,|||,und,,"London : J. Nisbet & Co., 1897.","London : J. Nisbet & Co., 1897.",J. Nisbet & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1897,Exact,1897,lsidyv3989025e
14827740,|||,und,,"London, 1824.","London, 1824.",,Missing,London,Likely clean single place,Q84,,1824,Exact,1824,lsidyv3493f54e
14827793,|||,und,,"London, 1718.","London, 1718.",,Missing,London,Likely clean single place,Q84,,1718,Exact,1718,lsidyv338d5e1a
14827908,|||,und,,"Croydon, 1795.","Croydon, 1795.",,Missing,Croydon,Likely clean single place,,,1795,Exact,1795,lsidyv339289ad
14827917,|||,und,,"London, 1854.","London, 1854.",,Missing,London,Likely clean single place,Q84,,1854,Exact,1854,lsidyv3d98c6ac
14827928,|||,und,,"ff. 28. D. Nutt: London, 1893.","ff. 28. D. Nutt : London, 1893.",London,Named publisher or ambiguous,ff. 28. D. Nutt,Likely clean single place,,,1893,Exact,1893,lsidyv3494e942
14827961,|||,und,,"London, 1730.","London, 1730.",,Missing,London,Likely clean single place,Q84,,1730,Exact,1730,lsidyv338eab33
14828042,|||,eng,,"London : W. Heinemann, 1892.","London : W. Heinemann, 1892.",W. Heinemann,Named publisher or ambiguous,London,Likely clean single place,Q84,,1892,Exact,1892,lsidyv3c6be359
14828181,|||,und,,"London, 1812.","London, 1812.",,Missing,London,Likely clean single place,Q84,,1812,Exact,1812,lsidyv30649732
14828235,|||,und,,"New York, Cambridge [printed], 1873.","New York, Cambridge [printed], 1873.",,Missing,"New York, Cambridge",Review: comma-separated,,,1873,Exact,1873,lsidyv33889ecb
14828244,|||,und,,"pp. 80. Cassell & Co.: London, 1900.","pp. 80. Cassell & Co. : London, 1900.",London,Named publisher or ambiguous,pp. 80. Cassell & Co.,Multiple places,,,1900,Exact,1900,lsidyv3475920d
14828467,|||,eng,,"New York, 1867.","New York, 1867.",,Missing,New York,Likely clean single place,,,1867,Exact,1867,lsidyv3016769f
14828469,|||,eng,,"Devonport, 1832.","Devonport, 1832.",,Missing,Devonport,Likely clean single place,,,1832,Exact,1832,lsidyv39075e3a
14828471,|||,und,,"pp. xxviii. 180. A. Gardner: Paisley, 1897.","pp. xxviii. 180. A. Gardner : Paisley, 1897.",Paisley,Named publisher or ambiguous,pp. xxviii. 180. A. Gardner,Likely clean single place,,,1897,Exact,1897,lsidyv34969d16
14828484,|||,und,,"London, [1879.]","London, [1879.]",,Missing,London,Likely clean single place,Q84,,1879,Supplied,1879,lsidyv346a638f
14828576,|||,und,,"Aberdeen, 1768.","Aberdeen, 1768.",,Missing,Aberdeen,Likely clean single place,,,1768,Exact,1768,lsidyv32b610c2
14828607,|||,und,,"pp. xiv. 135. Macmillan & Co.: London, 1893.","pp. xiv. 135. Macmillan & Co. : London, 1893.",London,Named publisher or ambiguous,pp. xiv. 135. Macmillan & Co.,Multiple places,,,1893,Exact,1893,lsidyv3a99cf5d
14828655,|||,und,,"Melbourne : [McCarron, Bird & Co., 1896.].","Melbourne : [McCarron, Bird & Co., 1896.].","McCarron, Bird & Co.",Named publisher or ambiguous,Melbourne,Likely clean single place,,,1896,Exact,1896,lsidyv350bb33b
14828758,|||,und,,"pp. xvi. 151. E. Stock: London, 1887.","pp. xvi. 151. E. Stock : London, 1887.",London,Named publisher or ambiguous,pp. xvi. 151. E. Stock,Likely clean single place,,,1887,Exact,1887,lsidyv34965f32
14828774,|||,und,,"London, 1777.","London, 1777.",,Missing,London,Likely clean single place,Q84,,1777,Exact,1777,lsidyv39eec126
14828796,|||,und,,"London, [1874.]","London, [1874.]",,Missing,London,Likely clean single place,Q84,,1874,Supplied,1874,lsidyv3491dc84
14828952,|||,und,,"London, 1838.","London, 1838.",,Missing,London,Likely clean single place,Q84,,1838,Exact,1838,lsidyv3084e00a
14829042,|||,und,,"London, [1875.]","London, [1875.]",,Missing,London,Likely clean single place,Q84,,1875,Supplied,1875,lsidyv314d66af
14829055,|||,und,,"London : A. Gardner, 1893.","London : A. Gardner, 1893.",A. Gardner,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Exact,1893,lsidyv3459ff76
14829108,|||,und,,"London [printed] and New York : G. Routledge & Sons, 1868.","London [printed] and New York : G. Routledge & Sons, 1868.",G. Routledge & Sons,Named publisher or ambiguous,London  and New York,Likely clean single place,,,1868,Exact,1868,lsidyv338cc5de
14829289,|||,und,,"London, 1818.","London, 1818.",,Missing,London,Likely clean single place,Q84,,1818,Exact,1818,lsidyv314bd820
14829311,|||,und,,"London, 1688.","London, 1688.",,Missing,London,Likely clean single place,Q84,,1688,Exact,1688,lsidyv31b64fb5
14829312,|||,und,,"London, 1688.","London, 1688.",,Missing,London,Likely clean single place,Q84,,1688,Exact,1688,lsidyv345eb6ba
14829321,|||,und,,"London : S. Carr, 1680.","London : S. Carr, 1680.",S. Carr,Named publisher or ambiguous,London,Likely clean single place,Q84,,1680,Exact,1680,lsidyv346002aa
14829339,|||,und,,"London : Printed for P. Chetwin, 1674.","London : Printed for P. Chetwin, 1674.",Printed for P. Chetwin,Printer statement,London,Likely clean single place,Q84,,1674,Exact,1674,lsidyv32c81141
14829348,|||,und,,"London : Printed by J. M. for H. Herringman, 1690.","London : Printed by J. M. for H. Herringman, 1690.",Printed by J. M. for H. Herringman,Printer statement,London,Likely clean single place,Q84,,1690,Exact,1690,lsidyv345d6f76
14829559,|||,eng,,"London, 1859.","London, 1859.",,Missing,London,Likely clean single place,Q84,,1859,Exact,1859,lsidyv3bbee69f
14829648,|||,und,,"pp. xii. 254. iv. Walter Scott: London, 1886.","pp. xii. 254. iv. Walter Scott : London, 1886.",London,Named publisher or ambiguous,pp. xii. 254. iv. Walter Scott,Likely clean single place,,,1886,Exact,1886,lsidyv352bbcb1
14829655,|||,und,,"pp. xi. 144. Constable & Co.: London, 1896.","pp. xi. 144. Constable & Co. : London, 1896.",London,Named publisher or ambiguous,pp. xi. 144. Constable & Co.,Multiple places,,,1896,Exact,1896,lsidyv3496d412
14829866,|||,und,,"London; New York [printed] : Macmillan & Co., 1889.","London; New York [printed] : Macmillan & Co., 1889.",Macmillan & Co.,Named publisher or ambiguous,London & New York,Multiple places,,,1889,Exact,1889,lsidyv32b8c248
14829867,|||,und,,"London, [1879.]","London, [1879.]",,Missing,London,Likely clean single place,Q84,,1879,Supplied,1879,lsidyv352b81e9
14829868,|||,und,,"London : Ward, Lock & Tyler, [1868.].","London : Ward, Lock & Tyler, [1868.].","Ward, Lock & Tyler",Named publisher or ambiguous,London,Likely clean single place,Q84,,1868,Supplied,1868,lsidyv345df031
14829869,|||,und,,"London, [1875.]","London, [1875.]",,Missing,London,Likely clean single place,Q84,,1875,Supplied,1875,lsidyv3944a4c5
14829875,|||,eng,,"Alnwick : W. Davison, 1833.","Alnwick : W. Davison, 1833.",W. Davison,Named publisher or ambiguous,Alnwick,Likely clean single place,,,1833,Exact,1833,lsidyv32cc18cd
14829927,|||,und,,"London : W. Scott, 1888.","London : W. Scott, 1888.",W. Scott,Named publisher or ambiguous,London,Likely clean single place,Q84,,1888,Exact,1888,lsidyv3459bd2a
14829948,|||,und,,"pp. xii. 208. J. Young & Sons: Perth, 1898.","pp. xii. 208. J. Young & Sons : Perth, 1898.",Perth,Named publisher or ambiguous,pp. xii. 208. J. Young & Sons,Multiple places,,,1898,Exact,1898,lsidyv34758c4c
14830089,|||,und,,"London : W. Heinemann, 1893.","London : W. Heinemann, 1893.",W. Heinemann,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Exact,1893,lsidyv3a679e94
14830120,|||,und,,"Copenhagen [printed], London, [1857.]","Copenhagen [printed], London, [1857.]",,Missing,"Copenhagen , London",Review: comma-separated,,,1857,Supplied,1857,lsidyv39f30a4e
14830183,|||,und,,"pp. ix. 85. Chatto & Windus: London, 1896.","pp. ix. 85. Chatto & Windus : London, 1896.",London,Named publisher or ambiguous,pp. ix. 85. Chatto & Windus,Multiple places,,,1896,Exact,1896,lsidyv347777d9
14830195,|||,und,,"London, [1875.]","London, [1875.]",,Missing,London,Likely clean single place,Q84,,1875,Supplied,1875,lsidyv31752bcf
14830222,|||,eng,,[1822],[1822],,Missing,,Missing,,,1822,Supplied,1822,lsidyv3cba2453
14830252,|||,und,,"London, 1831.","London, 1831.",,Missing,London,Likely clean single place,Q84,,1831,Exact,1831,lsidyv342283d1
14830291,|||,und,,"London, 1825.","London, 1825.",,Missing,London,Likely clean single place,Q84,,1825,Exact,1825,lsidyv339474dc
14830333,|||,eng,,"Rangoon, 1876.","Rangoon, 1876.",,Missing,Rangoon,Likely clean single place,,,1876,Exact,1876,lsidyv392ab265
14830342,|||,und,,"London : Robert Forder, 1899.","London : Robert Forder, 1899.",Robert Forder,Named publisher or ambiguous,London,Likely clean single place,Q84,,1899,Exact,1899,lsidyv3384f40e
14830371,|||,und,,"pp. iv. 156. Sonnenschein & Co.: London, 1886.","pp. iv. 156. Sonnenschein & Co. : London, 1886.",London,Named publisher or ambiguous,pp. iv. 156. Sonnenschein & Co.,Multiple places,,,1886,Exact,1886,lsidyv34f4d896
14830377,|||,und,,"London : G. Redway, 1897.","London : G. Redway, 1897.",G. Redway,Named publisher or ambiguous,London,Likely clean single place,Q84,,1897,Exact,1897,lsidyv34955f60
14830378,|||,und,,"London : J. Miles & Co., [1898.].","London : J. Miles & Co., [1898.].",J. Miles & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1898,Supplied,1898,lsidyv349b9147
14830400,enk,eng,,"J. Raw : Ipswich, 1818.","J. Raw : Ipswich, 1818.",Ipswich,Named publisher or ambiguous,J. Raw,Likely clean single place,,,1818,Exact,1818,lsidyv306332f4
14830416,|||,und,,"London : Longmans & Co., 1888.","London : Longmans & Co., 1888.",Longmans & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1888,Exact,1888,lsidyv306f19e5
14830499,|||,und,,"Kilmarnock, 1807.","Kilmarnock, 1807.",,Missing,Kilmarnock,Likely clean single place,,,1807,Exact,1807,lsidyv346b3832
14830565,|||,und,,"pp. xiii. 369. Printed for private circulation: London, 1897.","pp. xiii. 369. Printed for private circulation : London, 1897.",,Missing,London,Review: imprint statement,,,1897,Exact,1897,lsidyv3478b700
14830716,|||,und,,"London : Cassell & Co., 1896.","London : Cassell & Co., 1896.",Cassell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1896,Exact,1896,lsidyv342455c9
14830791,|||,und,,"pp. 138. H. Young & Sons: Liverpool, 1899.","pp. 138. H. Young & Sons : Liverpool, 1899.",Liverpool,Named publisher or ambiguous,pp. 138. H. Young & Sons,Multiple places,,,1899,Exact,1899,lsidyv352c2586
14830803,|||,und,,"London, 1816.","London, 1816.",,Missing,London,Likely clean single place,Q84,,1816,Exact,1816,lsidyv309dad79
14830813,|||,und,,"John Lane; Boston Copeland and Day : London, 1895.","John Lane; Boston Copeland and Day : London, 1895.",London,Named publisher or ambiguous,John Lane; Boston Copeland and Day,Multiple places,,,1895,Exact,1895,lsidyv3475f13f
14830851,|||,eng,,"London, 1875, [1874].","London, 1875, [1874].",,Missing,"London, 1875",Review: comma-separated,,,1875,Supplied,1874,lsidyv391235bc
14830959,|||,und,,"pp. 222. Oliver and Boyd: Edinburgh; Irvine [printed], 1823.","pp. 222. Oliver and Boyd : Edinburgh; Irvine [printed], 1823.",Edinburgh; Irvine [printed,Printer statement,pp. 222. Oliver and Boyd,Likely clean single place,,,1823,Exact,1823,lsidyv33848200
