Aleph system no.,Country code,Language code (008),Language code (041),Imprint,Imprint_clean,Publisher_clean,Publisher_role,Publication_place_final,Place_QA_status,Wikidata_QID_manual_sample,Year_end,Year_start,Year_status,Publication_year,DOM ID
14813620,enk,eng,,"London : T. Egerton and J. Johnson, 1795.","London : T. Egerton and J. Johnson, 1795.",T. Egerton and J. Johnson,Named publisher or ambiguous,London,Likely clean single place,Q84,,1795,Exact,1795,lsidyv34586a9a
14813621,|||,und,,"London, 1832.","London, 1832.",,Missing,London,Likely clean single place,Q84,,1832,Exact,1832,lsidyv346e697e
14813635,|||,und,,"London, 1807.","London, 1807.",,Missing,London,Likely clean single place,Q84,,1807,Exact,1807,lsidyv314ea035
14813640,|||,und,,"London, 1809.","London, 1809.",,Missing,London,Likely clean single place,Q84,,1809,Exact,1809,lsidyv314ec922
14813821,|||,und,,"London, 1678.","London, 1678.",,Missing,London,Likely clean single place,Q84,,1678,Exact,1678,lsidyv345cd0c5
14813826,|||,und,,"reprinted by E. Imprinted by R. Tottell, 1567.","reprinted by E. Imprinted by R. Tottell, 1567.",R. Tottell,Printer statement,,Review: imprint statement,,,1567,Exact,1567,lsidyv3abe65de
14813971,|||,und,,"London : W. Smith, 1845.","London : W. Smith, 1845.",W. Smith,Named publisher or ambiguous,London,Likely clean single place,Q84,,1845,Exact,1845,lsidyv3a97be98
14814004,|||,und,,"London : Masters & Co., 1880 [1879].","London : Masters & Co., 1880 [1879].",Masters & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1880,Supplied,1879,lsidyv34748a44
14814050,|||,eng,,"Calcutta : Office of the Superintendent of Govt. Printing, 1871.","Calcutta : Office of the Superintendent of Govt. Printing, 1871.",Office of the Superintendent of Govt. Printing,Named publisher or ambiguous,Calcutta,Likely clean single place,,,1871,Exact,1871,lsidyv38fffbed
14814204,|||,und,,"London, 1834.","London, 1834.",,Missing,London,Likely clean single place,Q84,,1834,Exact,1834,lsidyv34275189
14814311,|||,eng,,"London, 1863.","London, 1863.",,Missing,London,Likely clean single place,Q84,,1863,Exact,1863,lsidyv2b3b7fc0 -- lsidyv2b3b0e54
14814352,|||,und,,"London : Passmore & Alabaster, [1884.].","London : Passmore & Alabaster, [1884.].",Passmore & Alabaster,Named publisher or ambiguous,London,Likely clean single place,Q84,,1884,Supplied,1884,lsidyv31459fef
14814353,|||,und,,"London : Passmore & Alabaster, [1886.].","London : Passmore & Alabaster, [1886.].",Passmore & Alabaster,Named publisher or ambiguous,London,Likely clean single place,Q84,,1886,Supplied,1886,lsidyv34756d23
14814577,|||,und,,"London : Printed, and are to be sold by J. Morphew, 1713.","London : Printed, and are to be sold by J. Morphew, 1713.","Printed, and are to be sold by J. Morphew",Printer statement,London,Likely clean single place,Q84,,1713,Exact,1713,lsidyv34587795
14814617,|||,und,,"Londra : A spese dell’autore, 1821.","Londra : A spese dell’autore, 1821.",A spese dell’autore,Named publisher or ambiguous,Londra,Likely clean single place,,,1821,Exact,1821,lsidyv342a6003
14814624,|||,und,,"London, [1859.]","London, [1859.]",,Missing,London,Likely clean single place,Q84,,1859,Supplied,1859,lsidyv3471f932
14814632,|||,und,,"London, 1729.","London, 1729.",,Missing,London,Likely clean single place,Q84,,1729,Exact,1729,lsidyv3ab88961
14814671,|||,eng,,"London, 1810.","London, 1810.",,Missing,London,Likely clean single place,Q84,,1810,Exact,1810,lsidyv30ae160c
14814679,|||,und,,"London : Savoy Press, 1897.","London : Savoy Press, 1897.",Savoy Press,Named publisher or ambiguous,London,Likely clean single place,Q84,,1897,Exact,1897,lsidyv347228e5
14814754,|||,und,,"Calcutta : J. Ghose, 1881.","Calcutta : J. Ghose, 1881.",J. Ghose,Named publisher or ambiguous,Calcutta,Likely clean single place,,,1881,Exact,1881,lsidyv34750435
14814845,|||,und,,"London : Hodder Bros., 1895.","London : Hodder Bros., 1895.",Hodder Bros.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1895,Exact,1895,lsidyv3a52e16d
14814859,|||,eng,,"Leeds : T. E. Bradley, 1851.","Leeds : T. E. Bradley, 1851.",T. E. Bradley,Named publisher or ambiguous,Leeds,Likely clean single place,Q39121,,1851,Exact,1851,lsidyv3014f623
14814874,|||,und,,"London, [1865.]","London, [1865.]",,Missing,London,Likely clean single place,Q84,,1865,Supplied,1865,lsidyv3a991532
14814976,|||,und,,"London, 1807.","London, 1807.",,Missing,London,Likely clean single place,Q84,,1807,Exact,1807,lsidyv3a58122d
14815056,|||,eng,,"Oxford, 1815.","Oxford, 1815.",,Missing,Oxford,Likely clean single place,,,1815,Exact,1815,lsidyv3c80356b
14815069,|||,und,,"London; Nuremberg [printed : E. Nister, 1890].","London; Nuremberg [printed : E. Nister, 1890].",E. Nister,Named publisher or ambiguous,London; Nuremberg,Multiple places,,,1890,Exact,1890,lsidyv3944950e
14815079,|||,und,,"London; Philadelphia printed : J. B. Lippincott Co., 1896.","London; Philadelphia printed : J. B. Lippincott Co., 1896.",J. B. Lippincott Co.,Named publisher or ambiguous,London; Philadelphia,Multiple places,,,1896,Exact,1896,lsidyv3a0650ee
14815184,|||,und,,"Bristol : J. W. Arrowsmith, [1899.].","Bristol : J. W. Arrowsmith, [1899.].",J. W. Arrowsmith,Named publisher or ambiguous,Bristol,Likely clean single place,,,1899,Supplied,1899,lsidyv39faf6e4
14815356,|||,und,,"London : Digby, Long & Co., [1897.].","London : Digby, Long & Co., [1897.].","Digby, Long & Co.",Named publisher or ambiguous,London,Likely clean single place,Q84,,1897,Supplied,1897,lsidyv39df5778
14815385,|||,und,,"London, 1786.","London, 1786.",,Missing,London,Likely clean single place,Q84,,1786,Exact,1786,lsidyv3a52575c
14815638,|||,und,,"pp. xv. 376. W. E. Clegg: Oldham, 1893.","pp. xv. 376. W. E. Clegg : Oldham, 1893.",Oldham,Named publisher or ambiguous,pp. xv. 376. W. E. Clegg,Likely clean single place,,,1893,Exact,1893,lsidyv352bfe15
14815641,|||,und,,New York : Office of “The American Hebrew�? 1882.,New York : Office of “The American Hebrew�? 1882.,"Office of “The American Hebrew�?,Named publisher or ambiguous""",New York,Likely clean single place,,,1882,Exact,1882,lsidyv39f15f55,
14815666,|||,eng,,"London ; Paris [printed], 1880.","London; Paris [printed], 1880.",,Missing,London; Paris,Multiple places,,,1880,Exact,1880,lsidyv3cb63fb0
14815843,|||,und,,"London : Elliot Stock, 1899.","London : Elliot Stock, 1899.",Elliot Stock,Named publisher or ambiguous,London,Likely clean single place,Q84,,1899,Exact,1899,lsidyv3392aa4b
14815884,|||,und,,"London : Chappell & Co., [1899.].","London : Chappell & Co., [1899.].",Chappell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1899,Supplied,1899,lsidyv34ec785a
14815889,|||,eng,,"Bradford : T. Inkersley & Co., 1829.","Bradford : T. Inkersley & Co., 1829.",T. Inkersley & Co.,Named publisher or ambiguous,Bradford,Likely clean single place,,,1829,Exact,1829,lsidyv3bd59f66
14816175,enk,eng,,"London, Printed for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted 1874]","London, Printed for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted 1874]",Henry Brome; Henry Marsh,Bookseller/distributor statement,London,Review: imprint statement,,,1662,Exact,1874,lsidyv3070c6d7
14816190,|||,und,,"London : G. Redway, 1887.","London : G. Redway, 1887.",G. Redway,Named publisher or ambiguous,London,Likely clean single place,Q84,,1887,Exact,1887,lsidyv33514a94
14816202,|||,und,,"London : G. Kearsley, 1780.","London : G. Kearsley, 1780.",G. Kearsley,Named publisher or ambiguous,London,Likely clean single place,Q84,,1780,Exact,1780,lsidyv32c4138c
14816207,|||,und,,"London : W. Holland, [1810?].","London : W. Holland, [1810?].",W. Holland,Named publisher or ambiguous,London,Likely clean single place,Q84,,1810,Uncertain,1810,lsidyv30661257
14816215,|||,und,,"Dublin : Printed for the Author, 1793.","Dublin : Printed for the Author, 1793.",Printed for the Author,Printer statement,Dublin,Likely clean single place,Q1761,,1793,Exact,1793,lsidyv338c5d73
14816229,|||,und,,"Ayr; T. G. Stevenson Edinburgh : 2 ser. Published for the Editor, 1846, 47.","Ayr; T. G. Stevenson Edinburgh : 2 ser. Published for the Editor, 1846, 47.",Published for the Editor,Publisher statement,Ayr; T. G. Stevenson Edinburgh,Multiple places,,,1846,Exact,1846,lsidyv32b5bdb7
14816234,|||,und,,"London : Seeley, Jackson, & Halliday, 1858.","London : Seeley, Jackson, & Halliday, 1858.","Seeley, Jackson, & Halliday",Named publisher or ambiguous,London,Likely clean single place,Q84,,1858,Exact,1858,lsidyv3386c11f
14816244,|||,und,,"London : G. Routledge & Sons, 1885 [1884].","London : G. Routledge & Sons, 1885 [1884].",G. Routledge & Sons,Named publisher or ambiguous,London,Likely clean single place,Q84,,1885,Supplied,1884,lsidyv32c1f854
14816276,|||,und,,"London : J. S. Virtue & Co., [1892.].","London : J. S. Virtue & Co., [1892.].",J. S. Virtue & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1892,Supplied,1892,lsidyv32b6ae32
14816283,|||,und,,"London : Hart & Co., [1885.].","London : Hart & Co., [1885.].",Hart & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1885,Supplied,1885,lsidyv31a39bc8
14816307,enk,eng,,"printed for Vernor & Hood; and Longman & Rees; by T. Bensley : London, 1802.","printed for Vernor & Hood; and Longman & Rees; by T. Bensley : London, 1802.",Vernor & Hood; Longman & Rees,Bookseller/distributor statement,London,Review: imprint statement,,,1802,Exact,1802,lsidyv2eb8096b
14816318,|||,und,,"Turnham Green : The Author, 1836.","Turnham Green : The Author, 1836.",The Author,Author/self-publication statement,Turnham Green,Likely clean single place,,,1836,Exact,1836,lsidyv2eba7e03
14816343,|||,und,,"Bristol : G. Routh, 1786.","Bristol : G. Routh, 1786.",G. Routh,Named publisher or ambiguous,Bristol,Likely clean single place,,,1786,Exact,1786,lsidyv33877ce0
14816353,|||,und,,"Edinburgh : -215. Oliver & Boyd, 1813.","Edinburgh : -215. Oliver & Boyd, 1813.",Oliver & Boyd,Named publisher or ambiguous,Edinburgh,Likely clean single place,Q23436,,1813,Exact,1813,lsidyv3028c843
14816370,|||,und,,"Glasgow : William Mackenzie, [1879, 80.].","Glasgow : William Mackenzie, [1879, 80.].",William Mackenzie,Named publisher or ambiguous,Glasgow,Likely clean single place,Q4093,,1879,Supplied,1879,lsidyv3832f08e -- lsidyv3026795e
14816376,|||,und,,"Edinburgh : W. P. Nimmo, Hay & Mitchell, [1893.].","Edinburgh : W. P. Nimmo, Hay & Mitchell, [1893.].","W. P. Nimmo, Hay & Mitchell",Named publisher or ambiguous,Edinburgh,Likely clean single place,Q23436,,1893,Supplied,1893,lsidyv32b70ded
14816378,|||,und,,"London : Methuen & Co., 1896.","London : Methuen & Co., 1896.",Methuen & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1896,Exact,1896,lsidyv3387287d
14816436,|||,und,,"London : W. Flexney, 1766.","London : W. Flexney, 1766.",W. Flexney,Named publisher or ambiguous,London,Likely clean single place,Q84,,1766,Exact,1766,lsidyv2ebcc4c4
14816472,|||,und,,"London : Edwin Benson, 1895.","London : Edwin Benson, 1895.",Edwin Benson,Named publisher or ambiguous,London,Likely clean single place,Q84,,1895,Exact,1895,lsidyv31720eab
14816482,|||,und,,"London : Hopwood & Crew, [1870?].","London : Hopwood & Crew, [1870?].",Hopwood & Crew,Named publisher or ambiguous,London,Likely clean single place,Q84,,1870,Uncertain,1870,lsidyv2eb153bc
14816503,|||,und,,"J. Bell : London, 1790.","J. Bell : London, 1790.",London,Named publisher or ambiguous,J. Bell,Likely clean single place,,,1790,Exact,1790,lsidyv32b5a92f
14816507,|||,und,,"London, 1689.","London, 1689.",,Missing,London,Likely clean single place,Q84,,1689,Exact,1689,lsidyv2eb48038
14816512,|||,und,,"London : G. G. J. & J. Robinson, 1792.","London : G. G. J. & J. Robinson, 1792.",G. G. J. & J. Robinson,Named publisher or ambiguous,London,Likely clean single place,Q84,,1792,Exact,1792,lsidyv3351d9ce
14816522,|||,und,,"London : Printed for R. Dodsley; sold by M. Cooper, 1743.","London : Printed for R. Dodsley; sold by M. Cooper, 1743.",Printed for R. Dodsley; sold by M. Cooper,Printer statement,London,Likely clean single place,Q84,,1743,Exact,1743,lsidyv30a3b8bb
14816603,|||,und,,"Derby : Privately printed, 1891.","Derby : Privately printed, 1891.",Privately printed,Printer statement,Derby,Likely clean single place,,,1891,Exact,1891,lsidyv32b5b8e6
14816607,|||,und,,"[London, 1870.]","[London, 1870.]",,Missing,London,Likely clean single place,Q84,,1870,Exact,1870,lsidyv32b88443
14816623,|||,und,,"London : Diprose & Bateman, [1877.].","London : Diprose & Bateman, [1877.].",Diprose & Bateman,Named publisher or ambiguous,London,Likely clean single place,Q84,,1877,Supplied,1877,lsidyv338b1cad
14816634,|||,und,,"London : Longman, Hurst, Rees & Orme, 1805.","London : Longman, Hurst, Rees & Orme, 1805.","Longman, Hurst, Rees & Orme",Named publisher or ambiguous,London,Likely clean single place,Q84,,1805,Exact,1805,lsidyv335289ae
14816642,|||,und,,"London, [1877.]","London, [1877.]",,Missing,London,Likely clean single place,Q84,,1877,Supplied,1877,lsidyv35c595dc -- lsidyv306fd341
14816658,|||,und,,[1799].,[1799].,,Missing,,Missing,,,1799,Supplied,1799,lsidyv2eb15130
14816669,|||,und,,"London, 1688.","London, 1688.",,Missing,London,Likely clean single place,Q84,,1688,Exact,1688,lsidyv33531463
14816674,|||,und,,"Edinburgh : Privately printed, 1858.","Edinburgh : Privately printed, 1858.",Privately printed,Printer statement,Edinburgh,Likely clean single place,Q23436,,1858,Exact,1858,lsidyv30337870
14816702,|||,und,,"New York : H. De Marsan, [1865?].","New York : H. De Marsan, [1865?].",H. De Marsan,Named publisher or ambiguous,New York,Likely clean single place,,,1865,Uncertain,1865,lsidyv33505ee8
14816725,|||,und,,"Paisley : A. Gardner, 1893.","Paisley : A. Gardner, 1893.",A. Gardner,Named publisher or ambiguous,Paisley,Likely clean single place,,,1893,Exact,1893,lsidyv30309e01
14816726,|||,und,,"Paisley : A. Gardner, 1899.","Paisley : A. Gardner, 1899.",A. Gardner,Named publisher or ambiguous,Paisley,Likely clean single place,,,1899,Exact,1899,lsidyv313ea658
14816727,|||,und,,"Bruges, 1847.","Bruges, 1847.",,Missing,Bruges,Likely clean single place,,,1847,Exact,1847,lsidyv2eb31dfc -- lsidyv335a5624
14816735,|||,und,,"London, 1731.","London, 1731.",,Missing,London,Likely clean single place,Q84,,1731,Exact,1731,lsidyv3359b4b9
14816752,|||,und,,"London : Bell & Daldy, 1871.","London : Bell & Daldy, 1871.",Bell & Daldy,Named publisher or ambiguous,London,Likely clean single place,Q84,,1871,Exact,1871,lsidyv313f05dc
14816754,|||,und,,"J. Watts : London, 1733.","J. Watts : London, 1733.",London,Named publisher or ambiguous,J. Watts,Likely clean single place,,,1733,Exact,1733,lsidyv335a4853
14816813,|||,und,,"London, Leicester printed, [1858.]","London, Leicester printed, [1858.]",,Missing,"London, Leicester",Review: comma-separated,,,1858,Supplied,1858,lsidyv33869edd
14816824,|||,und,,,,,Missing,,Missing,,,,Missing,,lsidyv30b22a45
14816831,|||,und,,"London, Edinburgh [printed], 1875.","London, Edinburgh [printed], 1875.",,Missing,"London, Edinburgh",Review: comma-separated,,,1875,Exact,1875,lsidyv3068d142
14816832,|||,und,,"London, Edinburgh [printed], 1866.","London, Edinburgh [printed], 1866.",,Missing,"London, Edinburgh",Review: comma-separated,,,1866,Exact,1866,lsidyv30643f20
14816833,|||,und,,"London, Edinburgh [printed], 1866.","London, Edinburgh [printed], 1866.",,Missing,"London, Edinburgh",Review: comma-separated,,,1866,Exact,1866,lsidyv3068cf29
14816851,|||,und,,"London : 96. Longman, Rees & Co., 1833.","London : 96. Longman, Rees & Co., 1833.","Longman, Rees & Co.",Named publisher or ambiguous,London,Likely clean single place,Q84,,1833,Exact,1833,lsidyv32c53d4b
14816871,|||,und,,"New York : G. P. Putnam's Sons, 1896.","New York : G. P. Putnam's Sons, 1896.",G. P. Putnam's Sons,Named publisher or ambiguous,New York,Likely clean single place,,,1896,Exact,1896,lsidyv32b7b2af
14816876,|||,und,,"London, 1802.","London, 1802.",,Missing,London,Likely clean single place,Q84,,1802,Exact,1802,lsidyv3350f121
14816884,|||,und,,"London, 1784.","London, 1784.",,Missing,London,Likely clean single place,Q84,,1784,Exact,1784,lsidyv32b9ee52
14816889,|||,und,,"New York, [1873.]","New York, [1873.]",,Missing,New York,Likely clean single place,,,1873,Supplied,1873,lsidyv317facfd
14816892,|||,und,,"London, 1800.","London, 1800.",,Missing,London,Likely clean single place,Q84,,1800,Exact,1800,lsidyv32d6a7c4
14816918,|||,und,,"London : Wertheim & Co., 1861.","London : Wertheim & Co., 1861.",Wertheim & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1861,Exact,1861,lsidyv32dd0f65
14816936,|||,und,,"[Dublin William McKenzie, [c.1800].","[Dublin William McKenzie, [c.1800].",,Missing,Dublin William McKenzie,Likely clean single place,,,1800,Circa,1800,lsidyv306fa402
14816939,|||,und,,"New York : P. J. Kennedy, 1884.","New York : P. J. Kennedy, 1884.",P. J. Kennedy,Named publisher or ambiguous,New York,Likely clean single place,,,1884,Exact,1884,lsidyv32c14b76
14816945,|||,und,,"Glasgow : J. MacLehose & Sons, 1896.","Glasgow : J. MacLehose & Sons, 1896.",J. MacLehose & Sons,Named publisher or ambiguous,Glasgow,Likely clean single place,Q4093,,1896,Exact,1896,lsidyv306e3915
14816958,|||,und,,"London, Burton [printed, 1847].","London, Burton [printed, 1847].",,Missing,"London, Burton",Review: comma-separated,,,1847,Exact,1847,lsidyv33594cc0
14817157,|||,und,,"London, 1797.","London, 1797.",,Missing,London,Likely clean single place,Q84,,1797,Exact,1797,lsidyv2eb81df6
14817169,|||,eng,,"Wigan : Privately printed, 1841.","Wigan : Privately printed, 1841.",Privately printed,Printer statement,Wigan,Likely clean single place,,,1841,Exact,1841,lsidyv3ca75bba
14817211,|||,und,,"London : Chapman & Hall, 1875.","London : Chapman & Hall, 1875.",Chapman & Hall,Named publisher or ambiguous,London,Likely clean single place,Q84,,1875,Exact,1875,lsidyv3b0c58e7 -- lsidyv3b025920 -- lsidyv3b0251dc
14817212,|||,und,,"London : Chatto & Windus, 1876.","London : Chatto & Windus, 1876.",Chatto & Windus,Named publisher or ambiguous,London,Likely clean single place,Q84,,1876,Exact,1876,lsidyv3b555dd7
14817254,|||,und,,"pp. 137. J. Pellow: Dundee, 1863.","pp. 137. J. Pellow : Dundee, 1863.",Dundee,Named publisher or ambiguous,pp. 137. J. Pellow,Likely clean single place,,,1863,Exact,1863,lsidyv34722066
14817266,|||,und,,"London, 1825.","London, 1825.",,Missing,London,Likely clean single place,Q84,,1825,Exact,1825,lsidyv34ec0fd1
14817333,|||,und,,"Paris, 1825.","Paris, 1825.",,Missing,Paris,Likely clean single place,,,1825,Exact,1825,lsidyv302aa9d6
14817405,|||,eng,,"London, 1853.","London, 1853.",,Missing,London,Likely clean single place,Q84,,1853,Exact,1853,lsidyv3c1c2ba7
14817473,enk,eng,,"London : printed for T. Evans in the Strand, MDCCLXXXI [1781]","London : printed for T. Evans in the Strand, MDCCLXXXI [1781]","printed for T. Evans in the Strand, MDCCLXXXI",Printer statement,London,Likely clean single place,Q84,,1781,Supplied,1781,lsidyv3a5808ac
14817531,|||,eng,,"London, Edinburgh [printed], 1845.","London, Edinburgh [printed], 1845.",,Missing,"London, Edinburgh",Review: comma-separated,,,1845,Exact,1845,lsidyv3be0401b
14817600,|||,und,,"pp. xvi. 328. Sinclair & Co.: Haddington, 1899.","pp. xvi. 328. Sinclair & Co. : Haddington, 1899.",Haddington,Named publisher or ambiguous,pp. xvi. 328. Sinclair & Co.,Multiple places,,,1899,Exact,1899,lsidyv34730b4c
14817654,|||,eng,,"London, 1840.","London, 1840.",,Missing,London,Likely clean single place,Q84,,1840,Exact,1840,lsidyv38eb4d95 -- lsidyv38fb6dfc -- lsidyv30b4c0a8
14817758,|||,und,,"pp. x. 180. J. Menzies & Co.: Edinburgh, [1895.]","pp. x. 180. J. Menzies & Co. : Edinburgh, [1895.]",Edinburgh,Named publisher or ambiguous,pp. x. 180. J. Menzies & Co.,Multiple places,,,1895,Supplied,1895,lsidyv34963ada
14817890,|||,und,,"Montrose, 1815.","Montrose, 1815.",,Missing,Montrose,Likely clean single place,,,1815,Exact,1815,lsidyv3a31bfdd
14817901,|||,und,,"London, 1856.","London, 1856.",,Missing,London,Likely clean single place,Q84,,1856,Exact,1856,lsidyv34725551
14817913,|||,eng,,"Boston, 1851.","Boston, 1851.",,Missing,Boston,Likely clean single place,,,1851,Exact,1851,lsidyv3cacbfff
14817924,|||,und,,"London : A. Gardner, 1895.","London : A. Gardner, 1895.",A. Gardner,Named publisher or ambiguous,London,Likely clean single place,Q84,,1895,Exact,1895,lsidyv3458bab6
14817960,|||,und,,"London; Nuremberg [printed : E. Nister, 1890].","London; Nuremberg [printed : E. Nister, 1890].",E. Nister,Named publisher or ambiguous,London; Nuremberg,Multiple places,,,1890,Exact,1890,lsidyv39449637
14817962,|||,und,,"New York, Nuremberg [printed : E. P. Dutton & Co., 1892.].","New York, Nuremberg [printed : E. P. Dutton & Co., 1892.].",E. P. Dutton & Co.,Named publisher or ambiguous,"New York, Nuremberg",Review: comma-separated,,,1892,Exact,1892,lsidyv31460ca5
14818073,|||,und,,"London : Year Book Press, 1916.","London : Year Book Press, 1916.",Year Book Press,Named publisher or ambiguous,London,Likely clean single place,Q84,,1916,Exact,1916,lsidyv34732724
14818091,|||,und,,"pp. xvi. 149. Geddes & Co.: Edinburgh, [1897.]","pp. xvi. 149. Geddes & Co. : Edinburgh, [1897.]",Edinburgh,Named publisher or ambiguous,pp. xvi. 149. Geddes & Co.,Multiple places,,,1897,Supplied,1897,lsidyv3493ef9c
14818230,|||,und,,"London : Chapman & Hall, 1897.","London : Chapman & Hall, 1897.",Chapman & Hall,Named publisher or ambiguous,London,Likely clean single place,Q84,,1897,Exact,1897,lsidyv34956994
14818231,|||,und,,"London : Tinsley Brothers, 1867.","London : Tinsley Brothers, 1867.",Tinsley Brothers,Named publisher or ambiguous,London,Likely clean single place,Q84,,1867,Exact,1867,lsidyv3b7f23c4 -- lsidyv3b84f751
14818243,|||,und,,"pp. viii. 134. D. Nutt: London, 1894.","pp. viii. 134. D. Nutt : London, 1894.",London,Named publisher or ambiguous,pp. viii. 134. D. Nutt,Likely clean single place,,,1894,Exact,1894,lsidyv3495eb6b
14818294,|||,eng,,"Manchester : Blacklock & Co., 1894.","Manchester : Blacklock & Co., 1894.",Blacklock & Co.,Named publisher or ambiguous,Manchester,Likely clean single place,,,1894,Exact,1894,lsidyv3c31787a
14818339,|||,und,,"London : Sampson Low & Co., [1886.].","London : Sampson Low & Co., [1886.].",Sampson Low & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1886,Supplied,1886,lsidyv3472ef70
14818340,|||,und,,"London, 1700.","London, 1700.",,Missing,London,Likely clean single place,Q84,,1700,Exact,1700,lsidyv345d9d70
14818354,|||,und,,"London, 1784.","London, 1784.",,Missing,London,Likely clean single place,Q84,,1784,Exact,1784,lsidyv32b9fa35
14818608,|||,und,,"London : Swan Sonnenschein & Co., 1898.","London : Swan Sonnenschein & Co., 1898.",Swan Sonnenschein & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1898,Exact,1898,lsidyv349c90b2
14818609,|||,und,,"London : Swan Sonnenschein & Co., 1899.","London : Swan Sonnenschein & Co., 1899.",Swan Sonnenschein & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1899,Exact,1899,lsidyv3494545d
14818636,|||,und,,"London : Watts & Co., 1890.","London : Watts & Co., 1890.",Watts & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1890,Exact,1890,lsidyv3472b6bc
14818709,|||,eng,,"London, 1840.","London, 1840.",,Missing,London,Likely clean single place,Q84,,1840,Exact,1840,lsidyv2c21bfa9 -- lsidyv3c980c32
14818848,|||,und,,"Edinburgh : W. Blackwood & Sons, 1895.","Edinburgh : W. Blackwood & Sons, 1895.",W. Blackwood & Sons,Named publisher or ambiguous,Edinburgh,Likely clean single place,Q23436,,1895,Exact,1895,lsidyv3a22a603
14818876,|||,eng,,"London, 1864.,[1863]","London, 1864., [1863]",,Missing,"London, 1864.",Review: comma-separated,,,1864,Supplied,1863,lsidyv3c095ef7 -- lsidyv309aecbe
14818877,|||,eng,,"London, 1865.","London, 1865.",,Missing,London,Likely clean single place,Q84,,1865,Exact,1865,lsidyv3bbef05f
14818965,|||,und,,"London, 1815.","London, 1815.",,Missing,London,Likely clean single place,Q84,,1815,Exact,1815,lsidyv32b513b3
14818966,|||,und,,"London, 1820.","London, 1820.",,Missing,London,Likely clean single place,Q84,,1820,Exact,1820,lsidyv2ebadd7a
14819179,|||,und,,"London, 1878.","London, 1878.",,Missing,London,Likely clean single place,Q84,,1878,Exact,1878,lsidyv3aa07ada
14819287,|||,und,,"Paisley : Caldwell and Son, 1852.","Paisley : Caldwell and Son, 1852.",Caldwell and Son,Named publisher or ambiguous,Paisley,Likely clean single place,,,1852,Exact,1852,lsidyv3085a490
14819376,|||,und,,"London, 1819.","London, 1819.",,Missing,London,Likely clean single place,Q84,,1819,Exact,1819,lsidyv34ec11a2
14823090,|||,und,,"pp. 174. Roxburghe Press: London, [1896.]","pp. 174. Roxburghe Press : London, [1896.]",London,Named publisher or ambiguous,pp. 174. Roxburghe Press,Likely clean single place,,,1896,Supplied,1896,lsidyv352bf368 -- lsidyv34946a37
14823441,|||,und,,"London : R. Bentley & Son, 1894.","London : R. Bentley & Son, 1894.",R. Bentley & Son,Named publisher or ambiguous,London,Likely clean single place,Q84,,1894,Exact,1894,lsidyv3a5ca71e -- lsidyv3a5c9f29
14823772,|||,und,,"Glasgow, 1869.","Glasgow, 1869.",,Missing,Glasgow,Likely clean single place,Q4093,,1869,Exact,1869,lsidyv3030d8e6 -- lsidyv30844c2b
14823773,|||,und,,"J. Johnson : London, 1783.","J. Johnson : London, 1783.",London,Named publisher or ambiguous,J. Johnson,Likely clean single place,,,1783,Exact,1783,lsidyv32b648fe -- lsidyv341df78d -- lsidyv346dd1ad -- lsidyv3943118b
14823835,|||,und,,"London : Sampson Low & Co., 1884.","London : Sampson Low & Co., 1884.",Sampson Low & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1884,Exact,1884,lsidyv3b2761c2 -- lsidyv3b275ae1
14824119,|||,und,,"London : Chapman & Hall, 1885.","London : Chapman & Hall, 1885.",Chapman & Hall,Named publisher or ambiguous,London,Likely clean single place,Q84,,1885,Exact,1885,lsidyv32d80a21 -- lsidyv32d7c21b -- lsidyv32d79f4d
14824136,|||,eng,,"Rugby, 1893.","Rugby, 1893.",,Missing,Rugby,Likely clean single place,,,1893,Exact,1893,lsidyv3019b6f6
14824593,|||,und,,"London : Longmans & Co., 1885.","London : Longmans & Co., 1885.",Longmans & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1885,Exact,1885,lsidyv2af3ca91 -- lsidyv2af3e2ce
14824728,|||,und,,"London : Hurst and Blackett, 1890.","London : Hurst and Blackett, 1890.",Hurst and Blackett,Named publisher or ambiguous,London,Likely clean single place,Q84,,1890,Exact,1890,lsidyv3b6d2db2 -- lsidyv3b6d3964 -- lsidyv3b6d2630
14825781,|||,und,,"Leith, 1814.","Leith, 1814.",,Missing,Leith,Likely clean single place,,,1814,Exact,1814,lsidyv2aeff02b
